,Code,FCI_trend_mean,FCI_trend_sum,FC_trend_mean,FC_trend_sum,FHI_trend_mean,FHI_trend_sum,AMT,ATP,system.index,DroughtFrequency,DroughtIntensity,Lat,Lon,WildfireIntensity,Windspeed,WindstormIntensity,HumanFootprint,FAarea,PA,Population,RoadDensity,DEM,Slope,Accessibility2City,HMI,SOC,SPH,SWC,FMI,DePOP,DePOPfraction,PopulationDecrease
1,0,0.000494667,0.001978667,-0.011462529,-0.022925058,NA,0,NA,NA,0,NA,NA,35.4439,12.6114,0,,0,NA,0,2.722719879,2071.0788,4327.422644,49.13879982,NA,428.1333333,0.510716273,1.103448276,69.59151194,24.02387268,NA,197.7983593,0.76806429,48.24059209
2,1,NA,0,NA,0,NA,0,NA,NA,1,30.03463745,1.420982571,35.1058,-2.38311,0,17.34397368,0,NA,0,0.087816698,12.62658778,199.9983673,16.84271759,NA,20.68614389,0.569440603,1.194132097,78.60515151,23.51048518,NA,5617.334651,1.565446292,-6148.588929
3,2,-0.000783749,-0.009404993,0.019396782,0.23276138,-0.000469867,-0.004228804,NA,NA,2,NA,NA,35.8906,12.9019,0,,0,NA,0,0.816581701,312.9921125,NA,31.14973247,NA,427.1428571,0.442181346,1.043010753,65.20430108,25.48387097,NA,12.83956749,0.182465997,-0.60923507
4,3,-1.58E-05,-0.000189226,0.001416452,0.01699742,0.001191542,0.003574626,NA,NA,3,NA,NA,34.8671,24.0357,0,,0,13.49913339,0.106112949,5.485984397,100.7471162,0,127.2604735,NA,152.6122449,0.134496901,4.16481775,74.53248811,31.98573693,NA,28.92811309,0.06943065,-4.210836742
5,4,NA,0,NA,0,NA,0,NA,NA,4,26.08865738,1.484091163,35.1379,-3.76783,0,20.03042382,0,24.94565487,0,0,2.480639357,81.67232101,0.551631763,NA,26.60587569,0.412564416,1.657366142,76.57720866,27.40490737,NA,22512.95097,3.823833335,-1708.758943
6,5,NA,0,NA,0,NA,0,291.3860756,365.3672003,5,26.32333755,1.438194513,35.2556,-2.96061,0,21.45828365,0,42.89578056,0,2.125455152,50707.16204,84.42088761,40.62234041,NA,11.03266896,0.57549231,1.484538674,76.0407987,27.43634879,NA,925.9756651,0.749990071,-101355.2139
7,6,-0.000528007,-0.01626468,0.017294703,0.532744673,0.003568689,0.042726303,290.5798006,543.772914,6,NA,NA,35.1717,23.5413,0,24.0268939,0,15.66290837,0.046929244,1.899555945,882.5478966,528.8706504,178.5492328,NA,43.22040124,0.332718619,2.010361706,72.2419651,31.20851298,3,55.59272162,0.598630141,-138.470379
8,7,-0.000121175,-0.003423774,0.003731552,0.085474483,0.004999966,0.092960145,288.7950287,688.5525517,7,13.79400253,1.507125854,35.1316,23.8101,0,23.1075814,0,16.0376301,0.123804817,2.610209447,504.2937117,532.9483532,235.3541503,NA,43.74313971,0.195017534,1.766072041,71.5096741,30.99719554,2,0.708108979,0.044219784,-26.62606863
9,8,3.99E-05,0.000202175,0.003455052,0.017505596,0.003955334,0.020040357,286.83031,787.7809166,8,13.79400253,1.507125854,35.0906,24.0786,0,,0,12.76967208,0,1.641692481,16.25763654,421.7804682,270.3351907,0,49.58202145,0.214309219,2.805832303,73.62802705,31.59101156,3,3.975143505,0.071744803,1.939748212
10,9,NA,0,NA,0,NA,0,290.389402,549.8631841,9,20.70404243,1.420189977,35.0489,24.3469,0,,0,25.5397892,0,0.01680731,0.933320454,201.0944914,7.824300053,0,NA,0.368466477,2.330769231,70.9025641,33.67692308,NA,0.002063071,0.001279109,0.002063071
11,10,0.000104532,0.000524711,0,0,NA,0,290.7877353,429.0307927,0000000000000000000a,20.70404243,1.420189977,35.0064,24.6149,103.2352941,21.89405835,0,21.13230938,0,0.895550184,2393.365778,702.1940136,163.5005114,0,46.57035819,0.395736718,1.650018662,74.81774285,29.72923681,NA,143.8396037,1.026874487,-185.8705026
12,11,0.000153819,0.011147922,-0.002725226,-0.194784201,-0.000983745,-0.004918723,291.1155343,397.6700308,0000000000000000000b,19.90524357,1.419858341,34.9632,24.8827,136,21.82723687,0,19.72441333,0.011770706,23.16356843,18231.99716,504.8779807,201.416681,0,31.48307562,0.386643571,1.812554539,73.97609288,27.22579029,NA,999.1925009,3.874989576,-1397.408564
13,12,0.000138709,0.005284015,0.004719086,0.175050331,0.000464041,0.001859805,291.1969435,352.2214297,0000000000000000000c,14.45893097,1.483889461,34.9191,25.1502,0,22.45799785,0,15.34876751,0,25.01994107,4377.628208,886.2748778,441.9213913,0,30.59177663,0.362033979,1.921867742,72.80079792,28.97420892,NA,212.1719982,0.584618194,-344.0259568
14,13,2.43E-06,2.16E-05,0.002900548,0.025877438,-0.002206847,-0.007970612,289.0967922,324.7149082,0000000000000000000d,NA,NA,34.8743,25.4174,0.17254902,22.31276766,0,13.81579351,0,1.382339027,172.8576027,2758.301041,128.9651627,0,34.60663038,0.469702905,1.113572067,72.64223496,31.043683,NA,26.61135115,0.188640196,-2.361926183
15,14,NA,0,NA,0,NA,0,NA,NA,0000000000000000000e,NA,NA,34.8287,25.6843,0,,0,3.290333748,0,0.780094633,543.4081771,1648,7.088929205,NA,91.44444444,0.295467945,1.301204819,71.72289157,34.19277108,NA,1.51437905,0.047140049,1.39891171
16,15,3.20E-05,0.011811948,0.025873063,9.486383984,0.000709936,0.191175913,290.4106883,612.461294,0000000000000000000f,NA,NA,35.3955,23.5831,74,25.16109278,0,15.42520484,0.70301977,24.792159,8988.84805,687.2683947,412.47025,NA,31.22049445,0.326958613,2.074027651,67.04202543,31.08266315,2.692518248,682.9750461,2.64571575,-600.8013781
17,16,0.000150431,0.093582313,0.014886789,9.221519352,0.001743995,0.913169716,289.3168632,772.9104266,10,13.79400253,1.507125854,35.3552,23.8526,99,23.59430806,0,12.75413535,7.133362315,44.13549496,7623.144014,405.4065205,686.5966838,0,37.46849788,0.270041135,2.582651222,68.43991399,31.50093095,2.389651254,409.4424302,2.06131732,-483.1404859
18,17,-9.96E-05,-0.042986961,0.016965921,7.199405494,0.00244922,0.800894795,288.7836425,775.3123914,11,13.79400253,1.507125854,35.3141,24.122,11,23.48657021,0,12.73956715,3.877071716,67.08108038,6502.036414,505.3107317,934.0644883,0,34.12359121,0.275948551,2.567516866,71.5696671,30.84767098,2.374101515,526.5073177,2.445273675,-348.7201377
19,18,-9.79E-05,-0.039179843,0.016784979,6.584319375,0.000628776,0.142251254,290.2386331,625.6707862,12,17.12562891,1.465210342,35.2723,24.391,48.9254902,23.11539342,0,20.25015653,0.093836092,36.15889572,44270.39296,940.5574641,381.6920042,0,38.67728039,0.44816905,2.171636937,69.70531992,30.17676799,3.867346939,4718.999769,5.662383687,-2446.532265
20,19,8.68E-05,0.037003826,0.005855941,2.462870883,-1.79E-05,-0.004346978,288.9753121,530.5117844,13,20.70404243,1.420189977,35.2296,24.6598,265.7803922,24.12458115,0,16.45682361,0.287954293,53.28855222,12363.17896,566.0389887,660.6807616,0,41.5609895,0.401339457,2.393121855,72.36895751,30.51395382,2.605393506,456.0865356,1.800704828,-741.3245066
21,20,0.000131082,0.049856551,0.004805887,1.770224954,0.000905937,0.135087597,289.3213789,527.0570429,14,18.92403063,1.43006621,35.1862,24.9283,19,24.20978707,0,18.06407711,0.605460469,44.62574235,24768.21438,414.4672507,740.5166581,0,22.77662057,0.376253647,2.494881744,72.92066944,29.03957478,2.454545455,856.8326717,2.596010084,-1525.871936
22,21,3.72E-05,0.008191831,0.004375907,0.92537568,-0.001509408,-0.060252022,290.6378382,436.0045878,15,13.32050589,1.552069322,35.142,25.1966,5,22.78655884,0,22.16495289,0.097584415,3.146236361,43734.79029,841.6513465,343.3492854,0,17.82668024,0.442625158,1.804497068,71.96457827,26.11562791,NA,1507.041522,4.326075449,-2181.902442
23,22,2.50E-05,0.012372285,0.012435527,6.152903937,0.000141784,0.043788455,288.8272778,326.4550917,16,13.36688801,1.591083837,35.097,25.4646,151.8235294,25.58659319,0,14.03529212,2.791579335,57.5261095,11115.67927,594.1872493,835.8912664,0,34.72957402,0.338011335,2.560735611,73.1311298,30.10433,2.238656663,488.6542808,2.344830643,-604.7591766
24,23,-0.000467657,-0.135270312,0.029668384,8.433267297,-0.000404146,-0.07381299,291.3057129,287.720442,17,15.94524097,1.563350201,35.0513,25.7323,11,25.37004391,0,18.88008216,0.813512356,16.43343344,20268.10259,640.9205022,344.6945234,0,47.42031835,0.407416269,2.14974531,72.64915831,30.03809374,3.297651934,1937.164949,6.462411159,-1402.18167
25,24,-0.000459248,-0.079422815,0.023474941,3.965884172,0.000816954,0.06450411,290.9348448,282.6242868,18,NA,NA,35.0048,25.9997,38.63137255,28.73150985,0,16.95400045,0.244688127,11.24587312,4244.92098,572.0825922,456.0171742,0,74.4769526,0.337701076,2.01890034,72.15759853,29.77067618,2.01734104,451.1942034,1.557080016,-227.424667
26,25,-0.000630838,-0.000601151,0.003900458,0.003716907,NA,0,291.4998965,274.6443248,19,NA,NA,34.9575,26.2668,0,29.95396745,0,12.23165111,0,5.281052229,363.3504804,289.902577,374.6977522,0,104.30458,0.213905397,1.856074695,74.32537027,29.80209832,NA,11.01336492,0.12027016,-19.02702985
27,26,NA,0,NA,0,NA,0,NA,NA,0000000000000000001a,NA,NA,35.6588,23.3546,0,,0,NA,0,0.041383164,1.928926288,NA,62.7936617,NA,NA,0.129366083,0,62.82142857,37.82142857,NA,0,0,0
28,27,-3.03E-05,-0.003099291,-0.041854321,-4.240581343,0.000332699,0.02196464,291.5841949,749.0504678,0000000000000000001b,NA,NA,35.6191,23.6252,0,24.52756148,0,14.02123763,0.420411407,15.48796515,1961.150486,272.0016348,260.7395751,NA,39.52052486,0.252540238,2.360845804,71.7768115,31.81788426,NA,114.0024954,0.761207514,-42.95970569
29,28,0.000388032,0.071323289,-0.014176818,-2.577456793,-0.001726237,-0.12034244,290.8337596,840.5646139,0000000000000000001c,13.79400253,1.507125854,35.5787,23.8956,0,22.62515354,0,27.61389145,1.218560377,6.239369335,33907.83837,2171.625377,102.9631981,0,10.44412631,0.486359991,1.939873566,68.46381363,28.97456228,1,5913.375232,4.720528107,-561.8129194
30,29,4.63E-05,0.00628707,0.002898158,0.380056466,0.000311219,0.02166814,291.4083424,816.8543257,0000000000000000001d,13.79400253,1.507125854,35.5375,24.1657,0,22.51580531,0,25.52230587,0.046813187,5.114209211,62542.71813,1684.64887,157.4118265,0,8.397756885,0.498594053,1.874763076,72.16485277,28.54204642,1,5707.881259,5.856502796,-7675.251285
31,30,0.000132182,0.000242593,-0.002202136,-0.004041567,0.000763059,0.000828891,NA,NA,0000000000000000001e,NA,NA,35.4955,24.4355,0,23.18299183,0,35.17283291,0,0.224905513,1681.659535,1652.281975,14.1648037,0,31.09177592,0.701123969,2.312525334,71.74811512,32.91195784,NA,162.6320242,0.160512755,-248.2408065
32,31,0.000378364,0.05092332,-0.016653293,-2.208030731,-0.001167106,-0.074433904,291.1015438,585.7945457,0000000000000000001f,NA,NA,35.4527,24.7051,0,23.10731297,0,22.98593305,0.420579182,1.949202114,9633.842788,1099.445623,194.2365774,0,24.72518317,0.466854606,2.206587809,71.15292121,29.8641877,3.76300578,1358.647898,2.938997551,-512.5010044
33,32,3.60E-05,0.008288172,-0.001365257,-0.309469028,-0.00151483,-0.194700163,291.1637024,598.40751,20,NA,NA,35.4091,24.9744,0,22.86838946,0,20.34984499,0.90211791,3.308571168,25925.93453,1443.477221,313.7223496,0,10.2696388,0.419752258,2.147744419,72.65862777,32.00371866,3,2495.624691,2.959899429,-1460.622791
34,33,-1.03E-05,-0.000962758,0.001879588,0.167976239,-0.001176274,-0.016020385,291.3882394,502.1503296,21,NA,NA,35.3648,25.2434,0,22.42644213,0,27.30512654,0,3.37624292,128803.17,2639.044371,165.9650865,0,10.42415736,0.541095078,1.775054363,73.07704465,28.37515463,NA,13016.37056,7.915661218,-9361.214351
35,34,0.000174437,0.046710838,0.000821291,0.218283008,-0.000940588,-0.190039299,290.9372734,338.4254438,22,15.94524097,1.563350201,35.3196,25.5122,0,24.22701447,0,17.87117413,1.441897167,19.34920713,13433.29892,923.9659089,455.726879,0,26.87023821,0.362471452,2.287880011,71.58438145,32.84793941,3,1891.890002,2.649252265,-648.7041577
36,35,9.25E-05,0.01367774,-0.0012392,-0.181399498,-0.000202396,-0.011890576,291.6509551,302.312037,23,15.94524097,1.563350201,35.2737,25.7806,2,24.72577449,0,18.56247701,0.120264407,4.145872153,13516.57981,757.6325649,266.1150815,0,41.71656764,0.376628397,1.902851926,72.69175621,30.85386476,NA,2249.513293,1.838648566,-833.8311659
37,36,-0.000422044,-0.09372353,0.040582396,8.907597105,-0.000424174,-0.064632474,291.2277254,290.3009836,24,NA,NA,35.227,26.0488,43.98039216,28.22051701,0,18.46418561,0.587228742,4.06236552,7408.987044,661.8203096,363.5478785,0,65.40563998,0.361765577,1.961044217,69.92946973,29.60297592,NA,1432.350261,1.614176067,-1010.188955
38,37,-0.000232126,-0.014585732,0.011780931,0.740258266,0.001710905,0.026488832,291.9681021,275.9853255,25,NA,NA,35.1796,26.3167,43.37254902,28.47120822,0,13.35900215,0,13.65490321,1650.726492,256.9218603,252.4400595,0,86.52704291,0.243106108,1.803757858,73.37111672,30.30240527,NA,67.20534496,0.50042379,-113.0920531
39,38,NA,0,NA,0,NA,0,NA,NA,26,NA,NA,35.9275,-3.08197,0,,0,NA,0,0.026055589,0,NA,2.844833953,NA,226,NA,NA,NA,NA,NA,0,0,0
40,39,-7.33E-06,-8.05E-05,0.004918928,0.054011764,0.003117847,0.015687048,NA,NA,27,NA,NA,36.8274,11.8281,0,,0,NA,0.172664945,1.872069016,3971.860262,1628.455814,102.6869474,NA,232.92062,0.514489719,2.508775582,69.43631197,30.44196456,NA,341.6635096,1.419976257,172.1301484
41,40,-0.000675431,-0.042557461,-0.045395205,-2.814858768,-0.000575874,-0.016101879,NA,NA,28,NA,NA,36.8216,12.1059,17,,0,NA,1.462309434,9.611679451,1888.626594,1239.314389,263.543656,NA,244.5064492,0.405054235,2.049221184,66.78585229,32.19180591,NA,207.8375745,2.177191622,113.6478006
42,41,0.000253647,0.000786804,0.141083871,0.437636635,0.000360134,0.000756989,290.8884143,484.5976913,29,NA,NA,36.7456,14.3262,0,26.08798589,0,32.44423163,0,0.588175436,117.7331261,1216.500674,11.40790738,NA,42.24731861,0.610591038,1.05707196,71.64089749,29.1479048,2.5,12.44068601,0.311632632,4.810765787
43,42,-0.000273647,-0.013483844,0.058779323,2.661205028,0.001550103,0.034862128,290.4288792,498.0419949,0000000000000000002a,19.07431602,1.391481519,36.7324,14.6034,0,26.9504624,0,30.94198145,0,1.676027982,31765.77497,1233.043956,136.6394704,NA,43.86475818,0.749496653,1.714215306,74.94417566,28.30805116,5.411829135,3292.905543,9.377349111,1058.701867
44,43,-1.42E-06,-8.32E-05,0.009181599,0.516545984,-0.000467156,-0.010044771,291.0850573,527.7284812,0000000000000000002b,21.82384484,1.382800213,36.7184,14.8805,0,26.33575095,0,28.68130365,0,4.664223528,62605.84568,1544.240563,135.3400978,NA,36.51192527,0.721182303,2.029767729,75.82820977,27.81273403,3.862763038,4601.797841,11.99041339,939.0843119
45,44,-0.000110281,-0.002405856,0.013688839,0.284942577,0.004149059,0.02902714,NA,NA,0000000000000000002c,NA,NA,36.7036,15.1576,0,25.1199312,0,25.64876438,0,5.510733299,23424.92921,549.5656068,27.06548981,NA,40.10096533,0.682099331,3.16173549,75.10387142,27.9431739,NA,1628.79928,6.896681384,875.4604126
46,45,-0.00058344,-0.00116688,0,0,NA,0,NA,NA,0000000000000000002d,NA,NA,35.9215,23.1247,0,,0,0.591479897,0,0.064038052,0.249525555,0,60.72312038,5.45E-05,NA,0.060127344,NA,NA,NA,NA,0,0,-0.024522353
47,46,7.96E-05,0.002388901,-0.002128366,-0.06172262,0.003317629,0.046446807,NA,NA,0000000000000000002e,NA,NA,35.8825,23.3964,0,,0,11.02796819,0,3.280382025,45.04748394,0,127.3497184,5.45E-05,183.9032258,0.182807253,1.384020619,69.63917526,29.41752577,NA,9.737216465,0.174690765,6.606111818
48,47,NA,0,NA,0,NA,0,NA,NA,0000000000000000002f,NA,NA,35.4492,26.0984,0,,0,3.645021462,0,0.84246174,1193.702168,13.15146415,57.41204106,0,116.5,0.283481112,2.861111111,73.23611111,32.20833333,NA,0.033610776,0.003907005,0.020667768
49,48,NA,0,NA,0,NA,0,NA,NA,30,NA,NA,35.4016,26.367,0,,0,15.24294466,0,0.459719448,27.76918709,100.2659024,58.39935582,0,106.4623734,0.151024134,3.312528593,72.20305862,30.0471211,NA,0.241972769,0.014330619,-3.280050302
50,49,NA,0,NA,0,NA,0,NA,NA,31,NA,NA,35.304,26.9034,0,,0,14.54095969,0,8.574085375,624.6719834,165.1259214,225.2913071,0,287.9480577,0.251594639,1.879355849,74.39367842,30.72249597,NA,23.74476336,0.293469017,-31.19725703
51,50,0.000614984,0.018994554,0.020805201,0.600984759,-0.000496211,-0.012845053,290.6958981,593.2526499,32,23.96349335,1.3808285,35.817,-5.29584,0,20.66461549,0,33.59151902,0.13971405,1.376160883,44707.48377,117.5004081,94.93747499,NA,7.863825951,0.549854392,2.318277039,70.169694,31.39371863,NA,485.2666897,0.171565871,-81557.6841
52,51,NA,0,NA,0,NA,0,290.5181643,533.5699495,33,12.62059975,1.592890143,36.9964,13.7837,0,,0,35.38266112,0,0,1228.419037,335.605725,65.05449951,NA,21.82984531,0.551230924,0.645330995,73.44341454,28.95365441,NA,61.75198788,0.364993706,52.30174412
53,52,8.59E-05,0.00012154,0.001695588,0.002400421,0.000865909,0.000577273,291.1370493,508.1481618,34,13.41017898,1.566133162,36.9848,14.062,0,23.1021843,0,46.4108526,0,0.423940861,6965.21073,2689.955958,24.28737125,0.035807617,6.266308003,0.629122472,1.512476246,74.06837148,28.2652235,NA,844.90164,0.312461634,710.4602732
54,53,-3.86E-05,-0.001605271,-0.008118622,-0.311500398,0.001395852,0.029039198,291.0670969,511.7711218,35,14.56938802,1.50811989,36.9724,14.3402,26.81176471,24.417046,0,29.74510411,0,15.97261116,61670.07341,1035.896687,73.11010421,0.035807617,14.56791414,0.693893326,1.468407946,76.18388921,26.90138248,3.728867624,4193.159483,9.159860136,2409.770104
55,54,-0.000249399,-0.056540206,-0.013922273,-3.075675885,0.000545826,0.063022604,289.8092753,542.6638231,36,17.44674526,1.427128899,36.9592,14.6183,104.9647059,26.34148088,0,30.40509824,0.073119946,7.260723619,136173.5796,945.243969,351.6666922,0.035807617,29.87326049,0.699567249,1.911825578,74.47076299,26.84694837,3.7262809,11094.81582,17.46032837,1568.922451
56,55,-0.000579697,-0.193662129,0.062436773,20.50741923,-0.00031451,-0.06059553,289.8399511,601.8248378,37,19.96023462,1.450686702,36.9451,14.8963,119.2666667,25.73627062,0,23.44672954,0,19.02467068,44898.2779,656.4702004,408.717351,0.037175241,43.96440387,0.631902546,2.090258841,72.82586948,28.82464302,4.029268293,6285.660165,12.63555914,2434.217307
57,56,-0.000330487,-0.070448135,0.057268943,11.97864165,-0.000333384,-0.035254998,291.0222875,593.8853294,38,19.30814519,1.513707148,36.9303,15.1742,132.8196078,23.48890573,0,27.40052778,0.183738883,12.12180003,56929.98909,1053.46156,168.5860042,0.108353436,17.14630243,0.625240219,2.284600183,74.57761932,30.42428525,3.498241501,4876.484972,11.09470282,2339.627812
58,57,0.000743052,0.001553125,-9.54E-18,-1.99E-17,0.002163008,0.004326015,NA,NA,39,NA,NA,36.9146,15.452,0,,0,31.16377605,0,0.218592739,242.9645298,924.8975694,27.74473879,0.108353436,15.0690943,0.532314267,1.124278972,71.0942143,26.72784478,NA,50.9633962,0.135587756,18.63318463
59,58,0.000395711,0.035925907,-0.020728453,-1.862309275,-0.001065205,-0.046931688,291.8054737,558.5615451,0000000000000000003a,NA,NA,36.1836,22.8933,272.9490196,26.93749952,0,12.78087647,0.023182309,2.315813408,1834.676176,255.3343454,250.0670878,5.45E-05,259.107178,0.329086597,2.029847553,69.73984241,28.87009932,3.056637168,336.352327,1.99756511,228.7499202
60,59,-3.17E-05,-0.000834896,0.000129359,0.003012279,0.000128367,0.001500138,NA,NA,0000000000000000003b,NA,NA,36.1452,23.166,7.047058824,26.33598855,0,12.15608433,0,3.043918349,382.1357294,21.25891224,111.7727146,5.45E-05,262.1193015,0.180417105,1.901511548,70.60417526,29.07643359,3,34.77789542,0.33075827,26.59822053
61,60,-0.000234958,-0.004053262,-0.190765119,-3.290885322,-0.000275579,-0.00344528,292.1688888,329.111123,0000000000000000003c,NA,NA,35.5255,26.9557,3.694117647,27.53954062,0,13.860134,0.093251971,5.970141517,329.4830547,880.1375502,215.5725601,0,338.4820393,0.226943784,2.531229558,72.00295533,33.97020138,3.972045743,15.57663199,0.163390696,-19.82069747
62,61,-0.000489332,-0.063494153,0.022662352,2.895271037,0.001712248,0.164926385,292.1688888,329.111123,0000000000000000003d,NA,NA,35.4754,27.2242,4,28.13560785,0,16.49561109,0.152185027,10.78017622,3960.518399,630.9839689,285.6376134,NA,363.505589,0.337625817,2.238896276,72.90359401,31.74957139,2.670967742,340.430992,1.686753317,-202.7894823
63,62,0.000836419,0.140151038,0.066212395,10.82975118,-0.001822786,-0.209456035,290.4915704,694.6051284,0000000000000000003e,18.08344269,1.437512636,35.994,-5.61495,27,21.24737201,0,20.49187438,0.151018895,22.99801613,26810.28932,498.6030148,218.5940333,NA,16.1857988,0.424531939,2.879506054,66.39051688,31.2202909,2.233499594,1727.605984,1.21737761,220.6570391
64,63,0.000543216,0.038221073,0.02001457,1.388226278,-0.001455936,-0.083342326,290.5753126,690.8319495,0000000000000000003f,NA,NA,36.0395,-5.34382,0,20.70578486,0,32.96219291,0.209096071,4.15476259,64512.10861,4354.543541,102.1249309,NA,4.41729627,0.625775641,3.033779763,68.38283242,32.95066009,2.612529002,0.512121762,0.001213596,-20817.32038
65,64,-0.001313131,-0.001513963,-0.025526557,-0.029430619,NA,0,290.4773911,581.2355736,40,7.966101646,1.509873033,37.244,13.2374,0,23.25239944,0,35.70131136,0,0.190348539,3.627864365,269.8688678,67.67539236,NA,54.51214128,0.432699012,1.108355357,73.733889,29.45395406,NA,1.609076465,0.026455162,1.535831864
66,65,-0.000411056,-0.025195329,0.01791911,1.044578677,0.001111832,0.034466796,289.7890181,543.2868545,41,9.01711747,1.503126621,37.234,13.5168,65.79215686,23.18736049,0,35.7074625,0,0.177563204,76450.76801,1156.626193,144.6180482,NA,45.97763364,0.668370309,1.719929122,75.61685525,29.22825153,4.75,2561.475167,4.727306193,-9970.295271
67,66,0.000200801,0.010465299,0.030938368,1.519619829,0.001820182,0.052785265,289.5656953,535.9161037,42,12.05175074,1.538530215,37.2232,13.796,507.2901961,23.40928695,0,24.55931848,0,2.00916081,49851.18396,545.9819388,247.3533588,NA,35.40297548,0.63689518,1.886680952,75.51117438,28.37678371,4.2,6291.263409,12.36581936,2607.041767
68,67,0.000694631,0.050070601,-0.065481812,-4.523637618,0.000611024,0.029329153,289.6891176,537.9859232,43,14.49038711,1.498190733,37.2116,14.0752,1243.47451,22.51075933,0,22.15679951,0,3.995432488,53201.55757,645.200021,227.2875602,0.035807617,21.13328853,0.633639462,1.919960629,75.75426952,27.84076224,4.466666667,12201.54999,12.3769272,11185.96841
69,68,-0.000563159,-0.118446778,-0.02125681,-4.385821761,0.001386852,0.202279225,289.3363058,541.1652732,44,15.54696848,1.491718111,37.1991,14.3542,890.1686275,22.35461237,0,20.34271185,0,34.62771237,31135.93518,459.963167,275.4972702,0.035807617,17.45828914,0.621644114,1.945783654,74.9877737,27.82277823,4.170589628,5885.388137,5.802884146,5549.155346
70,69,0.000797493,0.299644581,0.013060297,4.894128511,-0.000180277,-0.041102455,289.5437464,581.4540592,45,16.89811825,1.470899939,37.1859,14.6332,437.2745098,23.05359884,0,24.70240217,0.041572312,8.590024393,64117.07903,427.3259579,414.4628912,0.035807617,33.63830984,0.597514504,1.950732312,73.28640255,27.15330754,3.390703919,9520.702262,10.28609835,7722.283313
71,70,0.000783219,0.417677077,0.104480191,55.40400176,-0.002278234,-0.768229374,290.2007465,617.7461967,46,19.68799876,1.489127273,37.1717,14.9121,178.7960784,23.51285343,0,21.53112834,0.126061736,21.01081595,51701.0493,402.5171078,459.6713713,0.037807615,33.00463892,0.555548318,2.161867049,70.62003484,30.13130074,2.988434748,5901.72374,7.404477557,4240.405675
72,71,0.000332142,0.10923576,0.034184612,10.87097485,-0.001976625,-0.329569242,291.1422035,603.1153887,47,18.50065231,1.54938364,37.1568,15.1909,118.1019608,22.0349964,0,29.66636458,0,10.22234037,158367.3028,1468.030231,159.0105919,0.108353436,13.71731079,0.658872814,1.989354308,73.89095775,30.30264222,3.551222352,12601.79066,11.79105382,468.8648786
73,72,1.30E-05,0.000539933,-0.006568486,-0.273403576,-0.00290723,-0.029072296,291.0496721,678.3679355,48,NA,NA,36.4819,22.3863,116.8,23.588663,0,14.48695736,0,26.27477005,1441.477429,438.2005682,304.3983831,NA,163.6589354,0.274103296,2.604166362,70.48376943,30.57215523,NA,318.7913605,1.961599833,233.4501035
74,73,0.000148197,0.015120186,-0.004588609,-0.449809633,-0.001340237,-0.084224677,291.7419973,494.6398533,49,NA,NA,36.4073,22.9342,74.09411765,26.36742071,0,12.52851127,0.034748773,8.618461405,1998.174017,392.1895484,173.6654227,5.45E-05,226.0201208,0.245991588,2.142620175,66.62383259,30.08490941,2.781979083,405.2302041,1.104820893,288.9370563
75,74,0.001561644,0.069931038,-0.114615311,-5.132518558,-0.000338227,-0.007860141,291.8436611,506.2061551,0000000000000000004a,NA,NA,36.3689,23.2077,111.0078431,,0,13.47256175,0,1.071692101,729.0790012,142.3386814,246.6936294,5.45E-05,194.3931344,0.281629637,1.873724253,69.96797922,30.99985526,NA,153.8529562,0.510898185,129.4627178
76,75,NA,0,NA,0,NA,0,NA,NA,0000000000000000004b,NA,NA,35.8932,26.1988,0,,0,NA,0,0.091487188,0.519358603,NA,8.024218709,0,295,0.07806804,26.33333333,66.66666667,30.66666667,NA,0.060752617,0.005176471,-0.120107242
77,76,NA,0,NA,0,NA,0,NA,NA,0000000000000000004c,NA,NA,35.8452,26.469,0,,0,NA,0,0.081564335,0.402027425,NA,25.42372813,0,NA,0.049087961,0,66.42857143,33.85714286,NA,0.034288296,0.014241455,0.034288296
78,77,9.40E-05,6.23E-05,0,0,NA,0,NA,NA,0000000000000000004d,NA,NA,35.7964,26.7389,0,,0,1.217685371,0,0.192505269,1.280540976,NA,45.88886535,0,380.96,0.163437584,0,68.9375,34.4375,NA,0.019024812,0.005174573,0.019024812
79,78,0.000520761,0.005544578,-0.711782698,-7.57839226,-0.000704926,-0.005379553,NA,NA,0000000000000000004e,NA,NA,35.7469,27.0084,1.305882353,,0,11.35989362,0,1.116173113,75.70462155,82.61672879,211.1672852,0,375,0.180548049,3.523034671,69.97123505,35.45344539,3,0.411534567,0.013247491,-7.961057782
80,79,0.000436762,0.041184043,0.036865207,3.439306947,0.001842343,0.151982421,NA,NA,0000000000000000004f,NA,NA,35.6966,27.2777,2,,0,12.32798659,0,9.058513824,513.410969,263.2804942,259.2681425,NA,391.5644181,0.201425419,2.34249991,71.59809401,31.49044797,3,28.0629146,0.264136467,-17.96062582
81,80,-0.000117878,-0.025364039,0.029609377,6.204615998,6.49E-05,0.006641632,291.116663,661.8490466,50,18.38331223,1.492991209,36.1697,-5.93578,438.7098039,20.8860268,0,22.45951315,1.043901726,16.17248004,26351.28905,462.6010618,53.4920783,NA,33.53075968,0.464618175,2.253094856,72.03001359,28.63449477,2.96249225,2726.541951,2.526882629,-1750.393313
