,Code,FCI_trend_mean,FCI_trend_sum,FC_trend_mean,FC_trend_sum,FHI_trend_mean,FHI_trend_sum,AMT,ATP,system.index,DroughtFrequency,DroughtIntensity,Lat,Lon,WildfireIntensity,Windspeed,WindstormIntensity,HumanFootprint,FAarea,PA,Population,RoadDensity,DEM,Slope,Accessibility2City,HMI,SOC,SPH,SWC,FMI,DePOP,DePOPfraction,PopulationDecrease
6122,6121,0.000295551,0.164831453,0.018547026,10.34858584,-0.001439253,-0.761133175,283.1637713,895.5845151,00000000000000001cc7,11.72369523,1.749020204,53.5164,7.95668,0,37.24791114,20537.50183,25.98024368,0.374098741,19.78310951,125796.6753,1916.186914,3.38931074,0.016374292,34.0792861,0.575481816,12.13624313,57.46603684,33.43408702,4.103101425,37782.63756,14.17280475,18619.58332
6123,6122,9.20E-05,0.0299127,0.003147348,1.029392712,-0.001103799,-0.323746298,283.2220275,901.3088277,00000000000000001cc8,11.96840915,1.74975575,53.5221,8.33344,0,34.5503062,6358.434931,23.17278778,0.008631045,24.90183364,40342.24405,1067.908726,1.070669265,0.016374292,24.3845099,0.494475108,14.19470863,59.16175807,35.44238366,NA,7625.717471,6.065980555,1926.687825
6124,6123,0.000681012,0.398608556,0.06728841,39.33944342,-0.000246929,-0.14153197,283.2059682,945.7925647,00000000000000001cc9,13.04224285,1.691883553,53.5267,8.71028,0,33.38348602,10224.99086,25.56876842,3.186092609,19.53159015,143635.0111,1519.71744,6.726319402,0.016374292,14.0483317,0.590634495,14.04191632,58.18818703,30.4658403,3.653092293,37474.36009,12.87449447,15203.65498
6125,6124,0.00071487,0.440690755,0.053450632,33.21757664,-0.000849711,-0.523815204,283.0936572,896.2628653,00000000000000001cca,14.34540219,1.608824836,53.5301,9.08719,2,32.0098536,9752.837512,20.16351391,6.667054196,19.51990127,36461.31019,890.542193,13.35173062,0.018570074,49.90082764,0.559665696,14.56634319,56.56627633,29.47061229,3.960056859,6217.22114,7.269151717,-259.6334984
6126,6125,0.000315332,0.194152048,0.037218101,23.02705794,-0.00103158,-0.636181741,283.1001691,850.5523384,00000000000000001ccb,15.67175982,1.604352176,53.5323,9.46415,0,31.10230477,9483.027977,28.75133036,3.933218455,33.06454962,96350.97508,1407.603765,17.80169132,0.018833652,35.67307558,0.631193496,12.54611123,57.9294122,28.12093775,3.382416346,16316.48416,9.687814297,-5788.120718
6127,6126,0.000304669,0.182614968,-0.006366164,-3.863712495,-0.000542635,-0.3257387,283.0367499,825.0015001,00000000000000001ccc,16.62727332,1.638269615,53.5334,9.84114,0,30.3316862,4925.63935,36.81877531,2.079712609,44.06901365,818119.6073,4111.481419,19.26111009,0.018702373,3.936818237,0.725120865,9.306418987,60.19627632,27.20850596,2.553315238,54939.53631,24.88837267,-89247.94155
6128,6127,0.000568288,0.344353501,0.029382468,18.29122019,-0.000607254,-0.373404023,282.9178713,794.289844,00000000000000001ccd,17.38344073,1.642130119,53.5333,10.2181,0,30.34035076,235.8842815,35.67644125,1.517107637,48.9133309,710286.0421,3582.178008,30.01058051,0.015868574,3.988754687,0.710167584,9.073154952,60.80033175,26.41147737,3.457781877,28078.81327,17.2171273,-84017.61685
6129,6128,0.000923906,0.565372739,0.047793524,29.73881721,-0.000332771,-0.204604757,282.8888766,767.309329,00000000000000001cce,17.22837188,1.650404847,53.5321,10.5951,2,30.60257481,0,24.07406246,2.33869251,27.41927264,63152.63139,1055.397434,41.73113327,0.015868574,24.00684226,0.602258737,9.731405618,59.40023846,25.90061306,3.654360305,7321.095658,5.638421465,-6871.978811
6130,6129,0.000336555,0.208050268,0.044867941,27.70868102,0.000476028,0.29112034,282.8092377,751.4323887,00000000000000001ccf,17.12635674,1.665110419,53.5296,10.9721,0,30.95248013,0,20.90167303,1.468571009,47.03146288,21308.7319,747.4145458,45.63406386,0.018281344,42.56376964,0.572566558,8.831518697,61.74592872,26.24504958,3.622486209,8638.474966,6.426319995,5917.595181
6131,6130,0.000210554,0.126019518,0.091684788,55.26435421,0.000517941,0.303147941,282.7736525,744.235538,00000000000000001cd0,17.25798774,1.675404488,53.526,11.349,0,30.73812369,0,24.5012049,1.642865152,31.26690854,84045.66774,1252.196144,47.64174084,0.022254357,56.00389851,0.601885366,10.41415462,60.2748476,26.21449241,3.475806452,26425.28771,9.644359685,18010.69403
6132,6131,0.000214979,0.126713426,0.04430797,26.5592398,0.000727046,0.412257992,282.7015541,736.5398061,00000000000000001cd1,17.35136959,1.656530814,53.5213,11.7258,0,30.75999562,0,19.90483703,1.392699563,29.69639324,29058.83038,774.60048,54.79034537,0.022254357,75.4487182,0.540265096,9.942505285,60.45267388,26.46906472,3.593304952,12702.73828,6.276130752,10208.68689
6133,6132,0.000205289,0.121528551,0.029886819,17.92423895,-0.000113991,-0.064317978,282.6391622,725.0791093,00000000000000001cd2,17.93780057,1.610284171,53.5154,12.1025,0.654901961,31.03039792,0,19.71088583,0.17005255,40.11246886,22220.20655,636.1134788,66.63698946,0.022128495,70.15371153,0.546361776,6.944354761,61.93206071,26.22273409,3.170757032,9389.021917,5.587381883,7057.064713
6134,6133,0.000273576,0.154467499,0.028592275,16.63016411,-0.000284667,-0.161162707,282.6106412,724.5552128,00000000000000001cd3,17.14528673,1.595793682,53.5083,12.4792,1.094117647,31.29581913,0,17.25809587,1.160978007,84.09325143,20161.06909,779.0122489,79.03620226,0.022097753,57.48226946,0.451673781,6.979787655,59.5820013,25.21376053,2.93812439,11834.29004,5.046236669,10248.66463
6135,6134,0.000515712,0.28924791,0.078747781,45.31641441,-0.000646011,-0.363795158,282.5992343,713.0124378,00000000000000001cd4,16.80421212,1.589948996,53.5,12.8557,0,30.93163241,0,16.94403912,0.613016942,57.80683792,25146.70892,533.5773655,74.71764149,0.021745727,100.7022634,0.451885741,6.360845306,60.49921829,24.88404314,2.420237409,12865.57791,4.444138277,11518.10203
6136,6135,1.77E-05,0.010472755,0.06344787,37.77661281,-0.000395487,-0.228645775,282.5648172,707.4149307,00000000000000001cd5,16.92061433,1.567310182,53.4906,13.2321,0,30.68731145,0,23.0992056,0.664160828,42.46236355,76632.50018,1006.644928,67.78106821,0.018031897,109.5716038,0.572113663,4.7865893,61.47131943,25.63247653,3.330677645,45264.48275,9.046499516,40010.88808
6137,6136,-7.35E-05,-0.042822949,0.024147871,14.06419377,0.000655049,0.347004089,282.5195677,699.1210369,00000000000000001cd6,16.71402222,1.561789922,53.48,13.6083,1,30.8331789,0,20.81224584,0.460873185,49.82171207,14712.467,533.2694039,92.74760816,0.018031897,89.17104678,0.607914936,4.265204735,62.07600897,24.36869087,3,7877.396456,5.082945093,6397.469357
6138,6137,-4.95E-05,-0.028099957,0.024154812,13.64074343,2.96E-05,0.015543597,282.7201741,685.3161265,00000000000000001cd7,16.70570975,1.559107652,53.4682,13.9843,6,30.45605216,0,21.42260073,0.763231745,21.80051468,24044.9047,541.0731631,40.09751768,0.018078016,71.82565439,0.600632388,5.66189245,61.68937373,25.60637561,3.287396938,5791.081294,5.294081048,3480.659993
6139,6138,-0.000254095,-0.150260746,0.04684308,27.98203518,-0.000335191,-0.196344404,282.7954361,688.5274137,00000000000000001cd8,18.03455012,1.515086459,53.4553,14.3601,2,30.28307767,0,24.91856105,0.92001038,28.95897305,134309.4456,1183.225437,31.84978491,0.019985298,59.10372924,0.545337081,6.981447652,59.12191965,25.89778456,3.707884769,56005.3664,6.519017939,-2603.052283
6140,6139,-0.00052525,-0.291069084,-0.008180702,-4.892284285,-0.000132199,-0.078529835,282.7199453,703.6010849,00000000000000001cd9,18.47587221,1.512184667,53.4412,14.7357,0,30.05350726,0,24.3191531,1.172587943,41.027876,269485.071,1245.597877,24.84743561,0.019985298,48.58560899,0.4655845,6.652628161,56.84000817,26.42204602,3.739109472,53077.79528,8.474038939,21301.72923
6141,6140,-9.31E-05,-0.056846599,0.106855296,65.10420789,2.02E-05,0.012014362,282.4183232,728.2456618,00000000000000001cda,17.17302971,1.566125763,53.426,15.1111,92,30.03145241,0,23.37526605,0.786448128,20.04952305,54969.05485,541.4537794,56.30015526,0.024643424,45.67801146,0.606222277,4.163990186,59.93585595,23.6400289,3.953041894,23008.60186,4.823649229,8764.752008
6142,6141,0.000482354,0.297336127,0.165413129,103.0763804,-0.000453654,-0.281331536,282.1820688,751.4084681,00000000000000001cdb,18.70085294,1.540140638,53.4096,15.4862,8,29.95572183,0,17.74349128,4.490922646,82.42712162,16360.53575,414.8117663,107.5544426,0.024696631,57.19313223,0.411809972,5.377814904,56.48207255,24.21282598,3.269676407,4193.98508,2.455120434,1422.756531
6143,6142,0.000445797,0.271088413,0.121582115,75.85198219,-0.001055615,-0.657515909,282.0744109,753.9978005,00000000000000001cdc,20.71528383,1.508312931,53.392,15.861,36,29.16523267,0,14.63744521,1.096648035,61.7803875,16097.66772,281.5885851,122.7651957,0.024041924,59.36798069,0.306645056,5.516393165,55.0923828,25.17596122,3.92723543,2690.366727,1.994888691,890.0674331
6144,6143,0.000232441,0.131520502,0.074091042,46.00937466,-0.001458392,-0.896384952,281.9815483,731.7386586,00000000000000001cdd,22.15515933,1.483535908,53.3733,16.2356,21,29.00486592,0,16.26695464,0.249567462,40.00107698,13477.29619,121.6327193,140.7916615,0.022403447,38.49892511,0.359333114,5.696075801,55.59762232,24.70233587,3.979380667,5121.187871,2.350649224,3075.683116
6145,6144,-0.000125705,-0.072643705,0.070225203,44.03615933,-0.000637781,-0.395634172,282.0059041,709.0646225,00000000000000001cde,22.85202563,1.472401443,53.3534,16.6098,0,28.68058198,0,16.07956908,1.068001367,78.5935553,32816.93016,313.1872648,122.0264613,0.022403447,26.61745604,0.359743799,5.720568957,54.45074622,25.52228702,3.853476903,8585.8002,2.631108488,1621.590827
6146,6145,-0.000266341,-0.152724267,0.040532996,23.8841079,0.000612109,0.351281057,281.9382645,692.0732345,00000000000000001cdf,22.79928593,1.489733965,53.3324,16.9837,22,28.54986519,0,20.96616084,1.186020681,25.7941536,36093.42391,328.0373318,115.8402629,0.022417105,22.74371575,0.555285677,4.313464109,57.74721604,23.94479747,3.980292376,8667.354943,4.582505369,-216.0778181
6147,6146,8.91E-05,0.051749799,0.063544058,37.72972029,0.000537292,0.308873215,281.9164627,683.7457606,00000000000000001ce0,22.73799827,1.503998345,53.3103,17.3572,1,28.60782564,0,20.40178476,2.037393888,67.37570762,28266.0048,318.7377488,117.5457314,0.022427311,34.88229266,0.563425477,4.654379278,59.19901376,23.97582628,3.316939318,5774.919538,5.31633602,581.454668
6148,6147,-0.001181594,-0.632824638,-0.077583843,-41.62905619,0.001103345,0.54793843,281.9678721,678.1628062,00000000000000001ce1,22.17851316,1.519658534,53.2869,17.7304,0,28.73521083,0,23.45804284,0.025943795,19.33330529,31336.17436,621.8300941,115.425917,0.022427311,23.47252897,0.68403307,2.887050282,60.25848922,22.97457794,3.769492074,3151.414876,4.59363876,-5560.139665
6149,6148,-0.000940556,-0.521945736,0.056120582,32.55698004,0.001012423,0.564824907,282.0952933,673.6558507,00000000000000001ce2,21.25284676,1.506347127,53.2625,18.1032,11,28.30944769,0,26.27889609,0.182157964,45.34834015,116672.7876,1418.271409,87.97917308,0.018159786,12.04766559,0.626748567,4.06831628,58.3352547,24.70879379,3.802587248,11879.18155,5.331796323,-16638.76789
6150,6149,-0.000137273,-0.059929141,0.077323808,33.53002893,0.00134401,0.506454483,282.1123118,676.3626897,00000000000000001ce3,21.79088165,1.492204701,53.2368,18.4756,6.650980392,27.67939181,0,27.0575993,0.824721284,25.13258995,61671.30612,857.1225921,78.91682694,0.01667073,17.10098989,0.721315573,3.985853984,61.38135042,24.00252935,3.717013104,8366.976558,8.733833147,-6256.059405
6151,6150,-0.000167877,-0.082991613,0.097466475,47.73372824,0.002084359,0.921801566,281.9862903,693.9370384,00000000000000001ce4,21.15092532,1.550206924,53.2101,18.8476,4.996078431,27.15710482,0,25.55576758,0.173360376,26.82927343,37180.07421,739.664882,96.45448696,0.017744841,18.14754475,0.694288854,4.551540385,61.71520823,22.85682787,3.63803681,9121.946622,10.03605524,519.1939377
6152,6151,-0.000411619,-0.224719522,0.099252341,54.30270726,0.002271598,1.203483808,281.9256293,704.5053453,00000000000000001ce5,21.91720599,1.578700713,53.1822,19.2192,0,26.98907072,0,24.23649393,1.699523996,42.09779441,54914.16724,757.6190535,99.9644115,0.036617767,33.12326693,0.644202337,3.362585307,59.80526783,23.3307181,3.749602888,12114.12362,11.60764372,-297.3707659
6153,6152,-0.000738128,-0.399784362,0.059768658,34.07868273,0.001725975,0.933292257,281.7084429,709.6812089,00000000000000001ce6,24.59058963,1.551235936,53.1531,19.5903,0,27.29172719,0,20.86594857,0.246477684,48.16040477,38991.47398,473.6421026,134.6134906,0.036617767,53.471048,0.565754588,4.109204168,58.45387764,24.19067181,3.163222665,7725.629547,8.981121448,462.7510649
6154,6153,0.000296373,0.1493023,0.185661943,98.89592817,0.003016189,1.508165419,281.5706387,703.219156,00000000000000001ce7,27.74550912,1.512133123,53.123,19.9609,0,27.21264827,0,20.92471821,0.796358874,62.77113623,29522.29199,609.031126,146.9622572,0.030170035,55.33566881,0.55647174,4.261745322,58.93456968,24.21602193,3.566085104,9043.797011,5.531542873,3739.325047
6155,6154,-0.000650536,-0.359983801,0.193699349,107.683165,0.00274909,1.434507306,281.5619813,690.8770449,00000000000000001ce8,28.82287514,1.495983615,53.0916,20.331,9,26.92195929,0,24.18305502,0.924522764,46.98452532,54293.39655,861.3384328,145.7585244,0.018356892,57.39110191,0.596528543,4.172505166,59.6828521,24.00200012,3.767729802,10880.43265,6.7431867,133.520447
6156,6155,0.000201284,0.113227523,0.102897623,57.57384285,0.001318074,0.678451589,281.6083674,689.496117,00000000000000001ce9,29.03792489,1.517663355,53.0592,20.7007,0,26.73546035,0,21.99434407,0.126964178,35.33138108,24217.99033,892.2998458,147.5893957,0.015414395,61.7402866,0.633287603,3.599812754,59.7671411,23.77571008,3.947266361,5370.280857,6.392346094,1603.553556
6157,6156,0.000268976,0.150646589,0.176385029,99.85329402,0.001981261,1.070937767,281.7807023,691.7366725,00000000000000001cea,29.79200405,1.513788374,53.0256,21.0698,0,26.04988577,0,20.16947456,1.587674936,0.837672922,28191.41844,758.4284612,119.5633374,0.014028922,58.59278639,0.540009629,3.866337595,58.38980945,24.47526104,4.157241517,8280.774425,6.700367977,2102.77862
6158,6157,0.000333722,0.192715854,0.167181263,98.71561879,0.00116754,0.65146448,281.8490824,692.9890827,00000000000000001ceb,31.24848422,1.504618997,52.9909,21.4384,0,25.75610612,0,21.5129982,1.33300584,11.71215043,54266.12915,696.645607,107.6268811,0.011930689,56.83296913,0.523495809,4.626475695,57.82027216,24.50459087,4.060885026,16185.45624,6.625123372,2936.091568
6159,6158,4.58E-05,0.027586328,0.05856457,35.48255064,0.000155259,0.092066692,281.7335311,710.4220148,00000000000000001cec,31.01907312,1.531617293,52.9551,21.8064,0,26.00574469,0,22.33624214,0.680578454,5.928950204,19438.68089,716.0283792,117.919606,0.010049779,65.71421075,0.585414871,4.097883292,59.46332998,24.8064416,4.22690815,5634.770163,5.900033738,2029.836449
6160,6159,3.42E-05,0.019923511,-0.009954698,-5.806867969,0.001065947,0.601034994,281.6184415,720.0349834,00000000000000001ced,29.98928813,1.558408513,52.9181,22.1739,0,26.08763699,0,22.2115622,1.804794865,11.05344132,40353.17394,720.4532115,134.7136482,0.02843513,54.5440762,0.613210662,3.52449304,58.91436613,23.7718864,4.004184326,10244.14209,7.111987723,3064.507174
6161,6160,0.00014744,0.085677985,-0.038834192,-22.5667775,0.000490796,0.266915932,281.5247177,716.0156739,00000000000000001cee,30.41082932,1.540316567,52.8801,22.5407,0,26.029851,0,23.16755055,0.137541964,0,27701.70918,754.8627078,146.0859602,0.031180199,42.83817861,0.654504625,3.302621968,59.45373346,23.93517538,4.023797785,8084.901208,6.651100855,3035.048431
6162,6161,-0.000277908,-0.163360681,0.002770357,1.638259013,0.000385316,0.221001929,281.5522361,720.754689,00000000000000001cef,29.13335146,1.540982466,52.8409,22.907,0,26.29131741,0,20.67602616,1.594422297,13.10456375,18703.75781,627.1313899,143.6712399,0.031242659,34.70480294,0.565553782,3.890724067,59.13741196,25.05047968,3.953043334,5999.0223,5.386422915,3103.792326
6163,6162,-0.000671612,-0.372684264,0.260730436,145.3239876,0.000234416,0.121771051,281.5021455,722.6429205,00000000000000001cf0,28.93799318,1.514513898,52.8006,23.2727,0,26.27463008,0,21.80985085,0.884817496,16.06514097,32938.56758,674.9935157,147.416819,NA,35.6381772,0.573784368,3.654005481,60.00091639,26.00356484,3.976467128,12910.90478,6.87575295,8342.089841
6164,6163,-0.001612157,-0.665605711,0.025398264,14.86306432,0.003231082,1.297057484,281.4150372,722.5767863,00000000000000001cf1,29.50678932,1.493799702,52.7591,23.6377,0,26.22811868,0,17.65530256,1.726706436,68.7861112,25661.72132,591.6254271,171.4809441,NA,41.91554645,0.415433182,4.776298659,56.15688349,26.59024064,3.335921423,9659.225554,5.245470825,6367.224635
6165,6164,-0.000363453,-0.039607786,0.037926569,6.930448457,0.000243893,0.037793925,281.3743369,721.8221093,00000000000000001cf2,30.57418237,1.45608655,52.7166,24.0021,0,26.6279445,0,12.2070681,0.579789422,23.00346016,1440.049963,181.0682994,173.0714557,NA,100.2398367,0.294566675,6.386670952,57.31829783,27.55793973,2.421296588,3282.569075,2.099256654,3089.230992
6166,6165,0.000176127,0.009874161,0.018543608,1.058149184,-0.001427316,-0.049900086,284.0177209,1520.400791,00000000000000001cf3,NA,NA,51.9901,-10.4816,0,48.97792343,729.7710257,15.05240685,0,3.862312246,648.9762272,140.9938421,82.65494073,NA,102.1576577,0.244237115,10.43885196,54.66678752,33.52283922,6,206.1021405,0.647034952,136.3650019
6167,6166,-0.000140457,-0.038556729,0.049663161,13.58336148,-0.000311907,-0.064845983,283.620709,1427.796696,00000000000000001cf4,NA,NA,52.0522,-10.1294,14.96078431,46.61138764,9705.143384,14.5664903,0.195961575,20.76738214,5023.861882,349.0883392,166.1359279,0.042960048,89.47474007,0.275077995,10.71632606,52.56953547,36.16481952,4.798578199,1605.81469,2.617788497,347.1102516
6168,6167,0.000354551,0.164734208,0.130698176,60.7259604,-0.00334435,-1.393269509,283.2473204,1306.390307,00000000000000001cf5,20.62581444,1.446569562,52.1131,-9.7763,45.22745098,40.78709293,1288.698167,15.47155729,0.080023202,45.55034294,15629.80849,262.3208191,125.3693535,0.042960048,71.18280767,0.352338506,10.69207862,55.23974936,34.12307426,4.237212576,802.1214671,2.082940988,-6437.752969
6169,6168,0.000291662,0.184694262,0.37572204,237.9248767,-0.001622801,-0.989672862,282.9317693,1180.153191,00000000000000001cf6,20.83094289,1.432143971,52.1731,-9.42236,0,38.15528051,0,17.60454896,0,27.16588412,26712.37671,188.2276391,148.9599546,0.042960048,53.95671935,0.433227,9.172238337,55.48411623,31.86558173,4.194471684,4683.640923,5.106269579,-2301.19823
6170,6169,-4.82E-05,-0.030951992,0.333518065,214.6966955,-0.001642449,-1.005275356,282.5705217,1087.265708,00000000000000001cf7,19.73626151,1.412733619,52.2319,-9.06755,0,36.97412701,0,14.90335459,0,40.29040829,12193.6458,253.5533149,210.3318205,0.026657453,39.6267241,0.395442908,7.600342749,55.07449318,30.14018955,4.221413305,753.8254956,3.267956334,-3559.898168
6171,6170,0.000337403,0.20730294,0.220468209,134.7683258,-0.00291991,-1.537132172,282.900987,996.3421812,00000000000000001cf8,19.22675036,1.369502625,52.2898,-8.71189,0,36.44963564,0,17.55659015,0,4.601566308,17429.41854,519.8084728,123.465677,0.020764789,27.89030988,0.444076214,9.458471147,60.06085237,33.19192729,4.566494845,341.1847152,1.061018647,-9809.2934
6172,6171,0.000200562,0.12232888,0.153097495,93.47052344,-0.002401292,-1.278523082,282.7754566,992.8178544,00000000000000001cf9,19.05225666,1.361853646,52.3465,-8.3554,0,36.008151,0,16.85634835,0,5.875279159,16102.42293,507.5733727,168.1255093,0.020764789,27.28924263,0.427738665,8.678863236,58.0368124,34.41882083,4.237816163,524.0264334,1.652699567,-6667.793718
6173,6172,0.000557005,0.317488558,0.168933929,95.83124912,-0.002551134,-1.286041453,282.6927172,1005.664834,00000000000000001cfa,19.82634238,1.339304054,52.4022,-7.99807,38,35.163904,0,18.26195648,0,13.3208277,20485.99047,767.6508474,128.8328246,0.021358697,37.50397386,0.454224982,10.93873007,59.91514189,35.3277556,4.238947099,2961.591685,2.905497486,-6996.031929
6174,6173,0.000460787,0.276703257,0.162456516,97.88036929,-0.002285372,-1.233285158,282.8094598,942.5094898,00000000000000001cfb,19.17561827,1.316059324,52.4568,-7.63993,2,35.22854224,0,18.61798634,0.486016226,8.924119196,23848.7206,865.5788375,114.7382167,0.032973293,49.7277543,0.464557564,9.316400646,59.68720754,32.95553553,4.333828232,2751.034607,2.949374851,-9169.37405
6175,6174,0.000417835,0.257504441,0.194294619,120.1144571,-0.002179261,-1.238811405,282.8655605,898.9028675,00000000000000001cfc,18.87663914,1.277898901,52.5104,-7.28099,0,35.80613379,0,17.63617515,0,7.399189914,17226.24857,858.7745793,99.24051114,0.032973293,64.9385828,0.463656557,9.214884154,60.25298171,32.62349462,4.39253112,818.1164024,2.277383775,-8005.247614
6176,6175,0.000526165,0.324173167,0.109172133,67.37889983,-0.002506037,-1.44878423,282.8431856,906.4230885,00000000000000001cfd,17.4966804,1.249665207,52.5628,-6.92125,63,35.29910838,0,15.75320042,0,16.6161614,14607.21596,823.4622883,137.2788703,0.032973293,62.91514348,0.436939867,9.255674405,55.18514233,31.96711107,4.322668912,445.1031755,2.160336506,-6943.469686
6177,6176,0.000398649,0.240863914,0.091825832,55.75664526,-0.000917592,-0.514200326,282.9001644,928.5932918,00000000000000001cfe,16.80693208,1.216670502,52.6142,-6.56074,19,35.92221244,1171.930003,20.80048475,0.478148878,6.95534963,26663.31817,582.2824868,103.474273,NA,54.11933871,0.558999655,5.541084887,56.3312164,29.55673286,4.210965053,1786.142191,2.658489332,-13505.88933
6178,6177,-0.000507947,-0.173596216,0.105970416,35.87202488,-0.000956698,-0.300365674,283.0625713,944.2065633,00000000000000001cff,13.91134262,1.189472675,52.6645,-6.19946,0,37.70897462,2462.348449,21.12686818,0.310302555,1.312264006,22157.33182,935.040871,71.64118808,NA,44.62793973,0.50105168,6.149880536,56.23478943,31.24654105,4.039360394,524.2652984,0.716191516,-16736.59858
6179,6178,-7.53E-05,-0.010496878,0.003393091,0.46614416,-0.002213668,-0.289478337,283.7571045,1635.44986,00000000000000001d00,NA,NA,52.8547,-4.74695,0,46.48354183,2745.831128,16.45197126,0,10.32265429,2521.776368,215.7311635,65.91291291,NA,84.65086912,0.280231842,6.498428569,57.84271004,30.7237758,6,393.7914217,1.471314612,-195.1533259
6180,6179,0.000331243,0.109449183,0.04167733,13.8960391,-0.002482949,-0.772284854,283.3084305,1658.778053,00000000000000001d01,10.88657093,1.282979608,52.8995,-4.38204,0,45.45733658,6708.734644,18.90014621,0,21.75561814,14319.37133,541.6126175,110.1302187,NA,71.68897871,0.386713442,6.847273944,56.81470304,33.83518829,3.9,1428.601025,3.741071755,-1473.949334
6181,6180,0.00022587,0.107715163,-0.040565023,-19.31483698,-0.004180766,-1.588068165,281.9717013,1441.122124,00000000000000001d02,12.09822176,1.281079098,52.9432,-4.01646,6,43.03116458,4669.274354,14.99340772,0.008479444,85.86946543,14878.27406,390.0413353,262.145554,0.084587647,54.98165967,0.311060157,7.908253182,54.9898931,33.4959367,3.838390805,1367.352043,3.070607587,-1369.307872
6182,6181,0.000654491,0.332011677,0.024009343,12.15550689,-0.00408999,-1.660439757,281.5627208,1211.487681,00000000000000001d03,16.4472886,1.311447592,52.9858,-3.6502,0,38.66248413,0,11.56618798,0,62.71183895,6209.69819,285.9308548,347.2152693,0.075511934,35.84636982,0.284011801,7.810403538,54.93458074,31.26617321,5.174468338,532.5353337,1.783462686,-617.2773014
6183,6182,0.000460522,0.279406709,0.025939467,15.73793236,-0.00375795,-2.203145909,281.9924561,1000.369821,00000000000000001d04,14.83442982,1.311916139,53.0273,-3.28329,65,34.94468071,0,16.16218078,0,54.93464725,24748.76737,509.7348425,292.718525,0.063617748,16.7132519,0.431452349,7.093244325,53.81618103,32.89977594,4.785749119,3261.184279,5.265643172,-487.9923489
6184,6183,-7.11E-05,-0.044257467,0.053934793,33.49139146,-0.002205644,-1.337753501,282.9141985,894.0280175,00000000000000001d05,11.24976693,1.363210716,53.0677,-2.91574,0,32.24310422,0,28.23340684,0,8.192561253,158716.386,1847.806853,69.7495476,0.047449975,5.433022972,0.618576344,5.82134484,57.99339842,29.66189561,3.877625794,8045.665847,8.518085314,-15871.28718
6185,6184,-0.000172839,-0.108478018,0.064673225,40.53058351,-0.00182444,-1.116356738,282.9489178,905.3121947,00000000000000001d06,10.48979724,1.307826501,53.1069,-2.54757,0,32.23928794,0,26.75072842,0.264746797,3.063099009,176015.2726,1730.040004,62.81352086,0.064584071,6.972404654,0.622588411,7.899426728,60.72088289,29.00458509,3.702307692,11346.44318,9.283226908,-16865.15379
6186,6185,0.000541099,0.341155237,0.104247242,65.72645547,-0.00293284,-1.835589705,282.3873726,984.2139915,00000000000000001d07,13.65635522,1.306758536,53.145,-2.1788,0,32.92304081,0,27.36521141,0,14.77478497,253283.4683,1953.032473,168.5783216,0.065315657,4.61661887,0.604264542,5.513248563,56.27867592,29.66182735,3.815472695,8690.840676,8.71627475,-28709.27188
6187,6186,0.000293883,0.167334431,0.018843806,10.67298386,-0.002197064,-1.160627208,281.5761328,1022.316672,00000000000000001d08,16.75503145,1.339712527,53.182,-1.80943,0,35.19806287,2093.944192,20.68337058,0.186301473,89.87139753,34488.15005,707.1427926,311.0464382,0.020168385,12.98685,0.4746808,5.903554017,57.37039983,29.72807677,2.23307702,2392.079212,4.292821957,-3088.718014
6188,6187,0.000203746,0.125698406,0.097692364,60.2723573,-0.001365837,-0.829057572,282.3322174,888.8864173,00000000000000001d09,17.4331535,1.36132697,53.2179,-1.43948,0,35.21379798,6719.096333,32.06459047,0.408278552,20.84347287,306596.7724,2401.117236,167.8933957,0.019904055,3.31054971,0.671343505,3.998546213,57.64459022,28.25930496,3.517513622,7794.775431,7.901371557,-44366.2867
6189,6188,0.000588579,0.366922426,0.157153084,97.96676744,-0.000639025,-0.390667598,282.9254502,753.7691893,00000000000000001d0a,12.68099253,1.40219391,53.2526,-1.06898,0,34.8719947,9345.493616,31.71700831,1.023127774,9.948979103,207630.3526,1619.767896,63.36795803,0.023369281,7.977489901,0.724818714,2.895109233,62.25087485,25.36898861,3.552614883,5924.939903,4.167819484,-37788.41858
6190,6189,-0.000429516,-0.251904956,0.090368987,53.18090827,0.001133285,0.619844466,283.2699902,726.280045,00000000000000001d0b,11.25492842,1.386796605,53.2862,-0.697935,0,34.99701145,9384.607224,28.87221562,0,1.711917097,129721.5953,1110.633038,20.67141488,0.069656476,10.34143706,0.731744911,5.799701883,67.98111844,25.75016461,4.2,3871.42907,3.542550412,-36345.74547
6191,6190,-0.000400957,-0.237937561,0.109341592,64.76709824,0.002866639,1.592547029,283.1642272,770.4770299,00000000000000001d0c,9.627000662,1.374536101,53.3187,-0.326362,1,36.24222709,9630.408876,23.37068581,0.095030972,20.84930697,41876.54054,666.459851,38.62975642,0.069656476,12.05053427,0.701030583,5.860972963,64.94804004,25.58555884,3.25,2217.05856,2.506647762,-12432.40954
6192,6191,-0.000360744,-0.177511473,0.072230874,35.56733217,0.00212886,0.958863687,283.2197319,762.956123,00000000000000001d0d,8.726540917,1.345357488,53.35,0.0457206,0,37.41796873,10109.51609,22.84507702,0,45.67048042,33307.04158,505.0225451,44.79257251,0.069656476,17.96557213,0.699521027,5.01950063,67.32633932,26.61773748,2.483805668,2923.060549,4.478716683,-4136.584695
