"","DePOPfraction","y","run"
"1",0,0.0328289441802903,1
"2",0.413003660808081,0.0244405344489219,1
"3",0.826007321616162,0.0244405344489219,1
"4",1.23901098242424,0.0226335705493638,1
"5",1.65201464323232,0.02238364709733,1
"6",2.0650183040404,0.02238364709733,1
"7",2.47802196484848,0.0217447551526357,1
"8",2.89102562565657,0.0216652773895272,1
"9",3.30402928646465,0.0215300772690606,1
"10",3.71703294727273,0.0215300772690606,1
"11",4.13003660808081,0.0215771845663807,1
"12",4.54304026888889,0.0216172470370983,1
"13",4.95604392969697,0.0215756371381241,1
"14",5.36904759050505,0.0215756371381241,1
"15",5.78205125131313,0.0214821132636181,1
"16",6.19505491212121,0.0214821132636181,1
"17",6.60805857292929,0.0217401574241978,1
"18",7.02106223373737,0.0217401574241978,1
"19",7.43406589454545,0.0215390992044387,1
"20",7.84706955535354,0.0215390992044387,1
"21",8.26007321616162,0.0217830318086478,1
"22",8.6730768769697,0.0218800358296204,1
"23",9.08608053777778,0.0218800358296204,1
"24",9.49908419858586,0.0218800358296204,1
"25",9.91208785939394,0.0216434046533725,1
"26",10.325091520202,0.0217120057064263,1
"27",10.7380951810101,0.0217120057064263,1
"28",11.1510988418182,0.0214197724249439,1
"29",11.5641025026263,0.0211746228256484,1
"30",11.9771061634343,0.0209493170581169,1
"31",12.3901098242424,0.0209493170581169,1
"32",12.8031134850505,0.0209493170581169,1
"33",13.2161171458586,0.0209493170581169,1
"34",13.6291208066667,0.0209493170581169,1
"35",14.0421244674747,0.0209493170581169,1
"36",14.4551281282828,0.0209493170581169,1
"37",14.8681317890909,0.0209493170581169,1
"38",15.281135449899,0.0209493170581169,1
"39",15.6941391107071,0.0209493170581169,1
"40",16.1071427715152,0.0209493170581169,1
"41",16.5201464323232,0.0209493170581169,1
"42",16.9331500931313,0.0209493170581169,1
"43",17.3461537539394,0.0209493170581169,1
"44",17.7591574147475,0.0209493170581169,1
"45",18.1721610755556,0.0209493170581169,1
"46",18.5851647363636,0.0209493170581169,1
"47",18.9981683971717,0.0209493170581169,1
"48",19.4111720579798,0.0209493170581169,1
"49",19.8241757187879,0.0209493170581169,1
"50",20.237179379596,0.0209493170581169,1
"51",20.650183040404,0.0209493170581169,1
"52",21.0631867012121,0.0209493170581169,1
"53",21.4761903620202,0.0209493170581169,1
"54",21.8891940228283,0.0209493170581169,1
"55",22.3021976836364,0.0209493170581169,1
"56",22.7152013444444,0.0209493170581169,1
"57",23.1282050052525,0.0209493170581169,1
"58",23.5412086660606,0.0209493170581169,1
"59",23.9542123268687,0.0209493170581169,1
"60",24.3672159876768,0.0209493170581169,1
"61",24.7802196484848,0.0209493170581169,1
"62",25.1932233092929,0.0209493170581169,1
"63",25.606226970101,0.0209493170581169,1
"64",26.0192306309091,0.0209493170581169,1
"65",26.4322342917172,0.0209493170581169,1
"66",26.8452379525253,0.0209493170581169,1
"67",27.2582416133333,0.0209493170581169,1
"68",27.6712452741414,0.0209493170581169,1
"69",28.0842489349495,0.0209493170581169,1
"70",28.4972525957576,0.0209493170581169,1
"71",28.9102562565657,0.0209493170581169,1
