"","ProtectionAreaFraction","y","run"
"1",0,0.000153837500327484,1
"2",1.01733166565657,0.000153837500327484,1
"3",2.03466333131313,0.000153837500327484,1
"4",3.0519949969697,0.000153837500327484,1
"5",4.06932666262626,0.000153837500327484,1
"6",5.08665832828283,0.000153837500327484,1
"7",6.10398999393939,0.000153837500327484,1
"8",7.12132165959596,0.000153837500327484,1
"9",8.13865332525253,0.000153837500327484,1
"10",9.15598499090909,0.000153837500327484,1
"11",10.1733166565657,0.000153837500327484,1
"12",11.1906483222222,0.000153837500327484,1
"13",12.2079799878788,0.000153837500327484,1
"14",13.2253116535354,0.000153837500327484,1
"15",14.2426433191919,0.000153837500327484,1
"16",15.2599749848485,0.000153837500327484,1
"17",16.2773066505051,0.000153837500327484,1
"18",17.2946383161616,0.000153837500327484,1
"19",18.3119699818182,0.000153837500327484,1
"20",19.3293016474747,0.000153837500327484,1
"21",20.3466333131313,0.000153837500327484,1
"22",21.3639649787879,0.000153837500327484,1
"23",22.3812966444444,0.000153837500327484,1
"24",23.398628310101,0.000153837500327484,1
"25",24.4159599757576,0.000153837500327484,1
"26",25.4332916414141,0.000153837500327484,1
"27",26.4506233070707,0.000153837500327484,1
"28",27.4679549727273,0.000153837500327484,1
"29",28.4852866383838,0.000153837500327484,1
"30",29.5026183040404,0.000153837500327484,1
"31",30.519949969697,0.000153837500327484,1
"32",31.5372816353535,0.000153837500327484,1
"33",32.5546133010101,0.000153837500327484,1
"34",33.5719449666667,0.000153837500327484,1
"35",34.5892766323232,0.000153837500327484,1
"36",35.6066082979798,0.000153837500327484,1
"37",36.6239399636364,0.000153837500327484,1
"38",37.6412716292929,0.000153837500327484,1
"39",38.6586032949495,0.000153837500327484,1
"40",39.6759349606061,0.000153837500327484,1
"41",40.6932666262626,0.000153837500327484,1
"42",41.7105982919192,0.000153837500327484,1
"43",42.7279299575758,0.000153837500327484,1
"44",43.7452616232323,0.000153837500327484,1
"45",44.7625932888889,0.000153837500327484,1
"46",45.7799249545455,0.000153837500327484,1
"47",46.797256620202,0.000153837500327484,1
"48",47.8145882858586,0.000153837500327484,1
"49",48.8319199515151,0.000153837500327484,1
"50",49.8492516171717,0.000153837500327484,1
"51",50.8665832828283,0.000153837500327484,1
"52",51.8839149484849,0.000153837500327484,1
"53",52.9012466141414,0.000153837500327484,1
"54",53.918578279798,0.000153837500327484,1
"55",54.9359099454545,0.000153837500327484,1
"56",55.9532416111111,0.000153837500327484,1
"57",56.9705732767677,0.000153837500327484,1
"58",57.9879049424242,0.000153837500327484,1
"59",59.0052366080808,0.000153837500327484,1
"60",60.0225682737374,0.000153837500327484,1
"61",61.0398999393939,0.000153837500327484,1
"62",62.0572316050505,0.000153837500327484,1
"63",63.0745632707071,0.000153837500327484,1
"64",64.0918949363636,0.000153837500327484,1
"65",65.1092266020202,0.000153837500327484,1
"66",66.1265582676768,0.000153837500327484,1
"67",67.1438899333333,0.000153837500327484,1
"68",68.1612215989899,0.000153837500327484,1
"69",69.1785532646465,0.000153837500327484,1
"70",70.195884930303,0.000153837500327484,1
"71",71.2132165959596,0.000153837500327484,1
"72",72.2305482616162,0.000153837500327484,1
"73",73.2478799272727,0.000153837500327484,1
"74",74.2652115929293,0.000153837500327484,1
"75",75.2825432585859,0.000153837500327484,1
"76",76.2998749242424,0.000153837500327484,1
"77",77.317206589899,0.000153837500327484,1
"78",78.3345382555556,0.000153837500327484,1
"79",79.3518699212121,0.000153837500327484,1
"80",80.3692015868687,0.000153837500327484,1
"81",81.3865332525253,0.000153837500327484,1
"82",82.4038649181818,0.000153837500327484,1
"83",83.4211965838384,0.000153837500327484,1
"84",84.438528249495,0.000153837500327484,1
"85",85.4558599151515,0.000153837500327484,1
"86",86.4731915808081,0.000153837500327484,1
"87",87.4905232464646,0.000153837500327484,1
"88",88.5078549121212,0.000153837500327484,1
"89",89.5251865777778,0.000153837500327484,1
"90",90.5425182434343,0.000153837500327484,1
"91",91.5598499090909,0.000153837500327484,1
"92",92.5771815747475,0.000153837500327484,1
"93",93.594513240404,0.000153837500327484,1
"94",94.6118449060606,0.000153837500327484,1
"95",95.6291765717172,0.000153837500327484,1
"96",96.6465082373737,0.000153837500327484,1
"97",97.6638399030303,0.000153837500327484,1
"98",98.6811715686869,0.000153837500327484,1
"99",99.6985032343434,0.000153837500327484,1
"100",100.7158349,0.000153837500327484,1
"101",0,0.000153572378255953,2
"102",1.01733166565657,0.000153572378255953,2
"103",2.03466333131313,0.000153572378255953,2
"104",3.0519949969697,0.000153572378255953,2
"105",4.06932666262626,0.000153572378255953,2
"106",5.08665832828283,0.000153572378255953,2
"107",6.10398999393939,0.000153572378255953,2
"108",7.12132165959596,0.000153572378255953,2
"109",8.13865332525253,0.000153572378255953,2
"110",9.15598499090909,0.000153572378255953,2
"111",10.1733166565657,0.000153572378255953,2
"112",11.1906483222222,0.000153572378255953,2
"113",12.2079799878788,0.000153572378255953,2
"114",13.2253116535354,0.00015328910255285,2
"115",14.2426433191919,0.00015328910255285,2
"116",15.2599749848485,0.00015328910255285,2
"117",16.2773066505051,0.00015328910255285,2
"118",17.2946383161616,0.00015328910255285,2
"119",18.3119699818182,0.00015328910255285,2
"120",19.3293016474747,0.00015328910255285,2
"121",20.3466333131313,0.00015328910255285,2
"122",21.3639649787879,0.00015328910255285,2
"123",22.3812966444444,0.00015328910255285,2
"124",23.398628310101,0.00015328910255285,2
"125",24.4159599757576,0.00015328910255285,2
"126",25.4332916414141,0.00015328910255285,2
"127",26.4506233070707,0.00015328910255285,2
