"","WindstormIntensity","y","run"
"8503",15.6551346714141,0.000565208471565178,86
"8504",16.1274785921212,0.000565208471565178,86
"8505",16.5998225128283,0.000565208471565178,86
"8506",17.0721664335354,0.000565208471565178,86
"8507",17.5445103542424,0.000565208471565178,86
"8508",18.0168542749495,0.000565208471565178,86
"8509",18.4891981956566,0.000557828927224527,86
"8510",18.9615421163636,0.000557828927224527,86
"8511",19.4338860370707,0.000557828927224527,86
"8512",19.9062299577778,0.000557828927224527,86
"8513",20.3785738784849,0.000557828927224527,86
"8514",20.8509177991919,0.000555994731811697,86
"8515",21.323261719899,0.000510268143353898,86
"8516",21.7956056406061,0.000379835315984195,86
"8517",22.2679495613131,0.000290369179891421,86
"8518",22.7402934820202,0.000287861330345805,86
"8519",23.2126374027273,0.000287861330345805,86
"8520",23.6849813234343,0.000287861330345805,86
"8521",24.1573252441414,0.000287861330345805,86
"8522",24.6296691648485,0.000287861330345805,86
"8523",25.1020130855556,0.000287861330345805,86
"8524",25.5743570062626,0.000287861330345805,86
"8525",26.0467009269697,0.000287861330345805,86
"8526",26.5190448476768,0.000287861330345805,86
"8527",26.9913887683838,0.000287861330345805,86
"8528",27.4637326890909,0.000287861330345805,86
"8529",27.936076609798,0.000288719783932007,86
"8530",28.4084205305051,0.000290383724371837,86
"8531",28.8807644512121,0.000290383724371837,86
"8532",29.3531083719192,0.000287452151265241,86
"8533",29.8254522926263,0.000284901967195906,86
"8534",30.2977962133333,0.000277772708410101,86
"8535",30.7701401340404,0.000172920481474762,86
"8536",31.2424840547475,5.6244358756925e-05,86
"8537",31.7148279754545,-9.52342183209461e-05,86
"8538",32.1871718961616,-0.000103124254400519,86
"8539",32.6595158168687,-0.000103124254400519,86
"8540",33.1318597375758,-0.000136164141837418,86
"8541",33.6042036582828,-0.000152065249548646,86
"8542",34.0765475789899,-0.000186846620135209,86
"8543",34.548891499697,-0.000186846620135209,86
"8544",35.021235420404,-0.000204723686766349,86
"8545",35.4935793411111,-0.000212613087665972,86
"8546",35.9659232618182,-0.000212613087665972,86
"8547",36.4382671825253,-0.000233805129059763,86
"8548",36.9106111032323,-0.000233805129059763,86
"8549",37.3829550239394,-0.00029505326505498,86
"8550",37.8552989446465,-0.000459847008283913,86
"8551",38.3276428653535,-0.000582640028580403,86
"8552",38.7999867860606,-0.000614941897167895,86
"8553",39.2723307067677,-0.000652743878674084,86
"8554",39.7446746274748,-0.000664667824660163,86
"8555",40.2170185481818,-0.000671158397696007,86
"8556",40.6893624688889,-0.000695170365004949,86
"8557",41.161706389596,-0.000702349264795937,86
"8558",41.634050310303,-0.000702349264795937,86
"8559",42.1063942310101,-0.000702349264795937,86
"8560",42.5787381517172,-0.000713738230090788,86
"8561",43.0510820724242,-0.000713738230090788,86
"8562",43.5234259931313,-0.000713738230090788,86
"8563",43.9957699138384,-0.000713738230090788,86
"8564",44.4681138345455,-0.000713738230090788,86
"8565",44.9404577552525,-0.000713738230090788,86
"8566",45.4128016759596,-0.000713738230090788,86
"8567",45.8851455966667,-0.000713738230090788,86
