"","WindstormIntensity","y","run"
"1",14.71044683,0.0844320113899142,1
"2",15.1827907507071,0.0844320113899142,1
"3",15.6551346714141,0.0844320113899142,1
"4",16.1274785921212,0.0844320113899142,1
"5",16.5998225128283,0.0844320113899142,1
"6",17.0721664335354,0.0844320113899142,1
"7",17.5445103542424,0.0844320113899142,1
"8",18.0168542749495,0.0844320113899142,1
"9",18.4891981956566,0.0844320113899142,1
"10",18.9615421163636,0.0829130847815416,1
"11",19.4338860370707,0.0829805034399604,1
"12",19.9062299577778,0.0829805034399604,1
"13",20.3785738784849,0.0825658360308384,1
"14",20.8509177991919,0.0711789511246374,1
"15",21.323261719899,0.0585821552751088,1
"16",21.7956056406061,0.0563023397466402,1
"17",22.2679495613131,0.0506181884819655,1
"18",22.7402934820202,0.0444122637169245,1
"19",23.2126374027273,0.0314504112151425,1
"20",23.6849813234343,0.0302302388044358,1
"21",24.1573252441414,0.0281529670015892,1
"22",24.6296691648485,0.0226805852335938,1
"23",25.1020130855556,0.0158286375599946,1
"24",25.5743570062626,0.0137687032860152,1
"25",26.0467009269697,0.012451953856979,1
"26",26.5190448476768,0.0117760389967786,1
"27",26.9913887683838,0.0117760389967786,1
"28",27.4637326890909,0.00795599145712313,1
"29",27.936076609798,0.00542820089298367,1
"30",28.4084205305051,0.00432098795082185,1
"31",28.8807644512121,0.00091853737455724,1
"32",29.3531083719192,0.000652249098799645,1
"33",29.8254522926263,0.000652249098799645,1
"34",30.2977962133333,0.000666756903078707,1
"35",30.7701401340404,0.000666756903078707,1
"36",31.2424840547475,0.000678706189868654,1
"37",31.7148279754545,0.000678706189868654,1
"38",32.1871718961616,-0.00276133872859916,1
"39",32.6595158168687,-0.00525885823445799,1
"40",33.1318597375758,-0.00746030969295819,1
"41",33.6042036582828,-0.00844161758516076,1
"42",34.0765475789899,-0.00981066069604437,1
"43",34.548891499697,-0.00995921172926685,1
"44",35.021235420404,-0.0103921146645149,1
"45",35.4935793411111,-0.0106224991134748,1
"46",35.9659232618182,-0.0102351978731694,1
"47",36.4382671825253,-0.0155723264162125,1
"48",36.9106111032323,-0.0148914974318883,1
"49",37.3829550239394,-0.0138001980974589,1
"50",37.8552989446465,-0.0120580312592475,1
"51",38.3276428653535,-0.0116148521155091,1
"52",38.7999867860606,-0.0126032512736878,1
"53",39.2723307067677,-0.0140700318302121,1
"54",39.7446746274748,-0.018247568971051,1
"55",40.2170185481818,-0.0192250699721103,1
"56",40.6893624688889,-0.0192250699721103,1
"57",41.161706389596,-0.0192250699721103,1
"58",41.634050310303,-0.0192250699721103,1
"59",42.1063942310101,-0.0192250699721103,1
"60",42.5787381517172,-0.0192250699721103,1
"61",43.0510820724242,-0.0192250699721103,1
"62",43.5234259931313,-0.0192250699721103,1
"63",43.9957699138384,-0.0192250699721103,1
"64",44.4681138345455,-0.0192250699721103,1
"65",44.9404577552525,-0.0239314687597333,1
"66",45.4128016759596,-0.0239314687597333,1
"67",45.8851455966667,-0.0239314687597333,1
"68",46.3574895173737,-0.0239314687597333,1
"69",46.8298334380808,-0.0239314687597333,1
"70",47.3021773587879,-0.0239314687597333,1
"71",47.774521279495,-0.0239314687597333,1
"72",48.246865200202,-0.0239314687597333,1
"73",48.7192091209091,-0.0239314687597333,1
"74",49.1915530416162,-0.0239314687597333,1
"75",49.6638969623232,-0.0239314687597333,1
"76",50.1362408830303,-0.0239314687597333,1
"77",50.6085848037374,-0.0239314687597333,1
"78",51.0809287244444,-0.0239314687597333,1
"79",51.5532726451515,-0.0239314687597333,1
"80",52.0256165658586,-0.0239314687597333,1
"81",52.4979604865657,-0.0239314687597333,1
"82",52.9703044072727,-0.0239314687597333,1
"83",53.4426483279798,-0.0239314687597333,1
"84",53.9149922486869,-0.0239314687597333,1
"85",54.3873361693939,-0.0239314687597333,1
"86",54.859680090101,-0.0239314687597333,1
"87",55.3320240108081,-0.0239314687597333,1
"88",55.8043679315152,-0.0239314687597333,1
"89",56.2767118522222,-0.0239314687597333,1
"90",56.7490557729293,-0.0239314687597333,1
"91",57.2213996936364,-0.0239314687597333,1
"92",57.6937436143434,-0.0239314687597333,1
"93",58.1660875350505,-0.0239314687597333,1
"94",58.6384314557576,-0.0239314687597333,1
"95",59.1107753764647,-0.0239314687597333,1
"96",59.5831192971717,-0.0239314687597333,1
"97",60.0554632178788,-0.0239314687597333,1
"98",60.5278071385859,-0.0239314687597333,1
"99",61.0001510592929,-0.0239314687597333,1
"100",61.47249498,-0.0239314687597333,1
"101",14.71044683,0.0855581818791873,2
"102",15.1827907507071,0.0855581818791873,2
"103",15.6551346714141,0.0855581818791873,2
"104",16.1274785921212,0.0855581818791873,2
"105",16.5998225128283,0.0855581818791873,2
"106",17.0721664335354,0.0855581818791873,2
"107",17.5445103542424,0.0855581818791873,2
"108",18.0168542749495,0.0855581818791873,2
"109",18.4891981956566,0.0855581818791873,2
"110",18.9615421163636,0.0839317319631989,2
"111",19.4338860370707,0.0839317319631989,2
"112",19.9062299577778,0.0839317319631989,2
"113",20.3785738784849,0.0830185380336967,2
"114",20.8509177991919,0.0718527074052082,2
"115",21.323261719899,0.0596119721577399,2
"116",21.7956056406061,0.0538792261557992,2
"117",22.2679495613131,0.0499580526063112,2
"118",22.7402934820202,0.042571511748523,2
"119",23.2126374027273,0.0339349454600268,2
"120",23.6849813234343,0.0321345237213284,2
"121",24.1573252441414,0.0290516098865338,2
"122",24.6296691648485,0.025471211236348,2
"123",25.1020130855556,0.0154761678002596,2
"124",25.5743570062626,0.0135759454112828,2
