"","ATP","y","run"
"5549",1590.36992951515,0.000236214062791094,56
"5550",1617.50846050505,0.000236214062791094,56
"5551",1644.64699149495,0.000236214062791094,56
"5552",1671.78552248485,0.000236214062791094,56
"5553",1698.92405347475,0.000236214062791094,56
"5554",1726.06258446465,0.000236214062791094,56
"5555",1753.20111545455,0.000236214062791094,56
"5556",1780.33964644444,0.000236214062791094,56
"5557",1807.47817743434,0.000236214062791094,56
"5558",1834.61670842424,0.000236214062791094,56
"5559",1861.75523941414,0.000236214062791094,56
"5560",1888.89377040404,0.000236214062791094,56
"5561",1916.03230139394,0.000236214062791094,56
"5562",1943.17083238384,0.000236214062791094,56
"5563",1970.30936337374,0.000236214062791094,56
"5564",1997.44789436364,0.000236214062791094,56
"5565",2024.58642535354,0.000236214062791094,56
"5566",2051.72495634343,0.000236214062791094,56
"5567",2078.86348733333,0.000236214062791094,56
"5568",2106.00201832323,0.000236214062791094,56
"5569",2133.14054931313,0.000236214062791094,56
"5570",2160.27908030303,0.000236214062791094,56
"5571",2187.41761129293,0.000236214062791094,56
"5572",2214.55614228283,0.000236214062791094,56
"5573",2241.69467327273,0.000236214062791094,56
"5574",2268.83320426263,0.000236214062791094,56
"5575",2295.97173525253,0.000236214062791094,56
"5576",2323.11026624242,0.000236214062791094,56
"5577",2350.24879723232,0.000236214062791094,56
"5578",2377.38732822222,0.000236214062791094,56
"5579",2404.52585921212,0.000236214062791094,56
"5580",2431.66439020202,0.000236214062791094,56
"5581",2458.80292119192,0.000236214062791094,56
"5582",2485.94145218182,0.000236214062791094,56
"5583",2513.07998317172,0.000236214062791094,56
"5584",2540.21851416162,0.000236214062791094,56
"5585",2567.35704515152,0.000236214062791094,56
"5586",2594.49557614141,0.000236214062791094,56
"5587",2621.63410713131,0.000236214062791094,56
"5588",2648.77263812121,0.000236214062791094,56
"5589",2675.91116911111,0.000236214062791094,56
"5590",2703.04970010101,0.000236214062791094,56
"5591",2730.18823109091,0.000236214062791094,56
"5592",2757.32676208081,0.000236214062791094,56
"5593",2784.46529307071,0.000236214062791094,56
"5594",2811.60382406061,0.000236214062791094,56
"5595",2838.74235505051,0.000236214062791094,56
"5596",2865.8808860404,0.000236214062791094,56
"5597",2893.0194170303,0.000236214062791094,56
"5598",2920.1579480202,0.000236214062791094,56
"5599",2947.2964790101,0.000236214062791094,56
"5600",2974.43501,0.000236214062791094,56
"5601",287.720442,-0.00024372169466688,57
"5602",314.858972989899,-0.00024372169466688,57
"5603",341.997503979798,-0.00024372169466688,57
"5604",369.136034969697,-0.00024372169466688,57
"5605",396.274565959596,-0.00024372169466688,57
"5606",423.413096949495,-0.000236756598447056,57
"5607",450.551627939394,-0.000236756598447056,57
"5608",477.690158929293,-0.000236756598447056,57
"5609",504.828689919192,-0.000236756598447056,57
"5610",531.967220909091,-0.000236756598447056,57
"5611",559.10575189899,-0.000236756598447056,57
"5612",586.244282888889,-0.000236756598447056,57
"5613",613.382813878788,-0.000236756598447056,57
"5614",640.521344868687,-0.000256006679230099,57
"5615",667.659875858586,-0.000258865904350678,57
"5616",694.798406848485,-0.000258730174608698,57
"5617",721.936937838384,-0.000229948216178659,57
"5618",749.075468828283,-0.000194542368825367,57
"5619",776.213999818182,-7.94222729762358e-05,57
"5620",803.352530808081,-4.61994791087279e-05,57
"5621",830.49106179798,8.44572777641377e-06,57
"5622",857.629592787879,6.13399293514073e-05,57
"5623",884.768123777778,0.00019596171392441,57
"5624",911.906654767677,0.000167877254675221,57
"5625",939.045185757576,0.000180589100848746,57
"5626",966.183716747475,0.000186821818239753,57
"5627",993.322247737374,0.000211046014476373,57
"5628",1020.46077872727,0.000221430130790567,57
"5629",1047.59930971717,0.000225017163921762,57
"5630",1074.73784070707,0.000225813099170481,57
"5631",1101.87637169697,0.000230500690106105,57
"5632",1129.01490268687,0.000230500690106105,57
"5633",1156.15343367677,0.000231857718941129,57
"5634",1183.29196466667,0.000231857718941129,57
"5635",1210.43049565657,0.000231857718941129,57
"5636",1237.56902664646,0.000231857718941129,57
"5637",1264.70755763636,0.000231121501052254,57
"5638",1291.84608862626,0.000231121501052254,57
"5639",1318.98461961616,0.000230427313955702,57
"5640",1346.12315060606,0.000230427313955702,57
"5641",1373.26168159596,0.000227772405284323,57
"5642",1400.40021258586,0.000227772405284323,57
"5643",1427.53874357576,0.000227772405284323,57
"5644",1454.67727456566,0.000227772405284323,57
"5645",1481.81580555556,0.000227772405284323,57
"5646",1508.95433654545,0.000227772405284323,57
"5647",1536.09286753535,0.000227772405284323,57
"5648",1563.23139852525,0.000227772405284323,57
"5649",1590.36992951515,0.000227772405284323,57
"5650",1617.50846050505,0.000227772405284323,57
"5651",1644.64699149495,0.000227772405284323,57
"5652",1671.78552248485,0.000227772405284323,57
"5653",1698.92405347475,0.000227772405284323,57
"5654",1726.06258446465,0.000227772405284323,57
"5655",1753.20111545455,0.000227772405284323,57
"5656",1780.33964644444,0.000227772405284323,57
"5657",1807.47817743434,0.000227772405284323,57
"5658",1834.61670842424,0.000227772405284323,57
"5659",1861.75523941414,0.000227772405284323,57
"5660",1888.89377040404,0.000227772405284323,57
"5661",1916.03230139394,0.000227772405284323,57
"5662",1943.17083238384,0.000227772405284323,57
"5663",1970.30936337374,0.000227772405284323,57
"5664",1997.44789436364,0.000227772405284323,57
"5665",2024.58642535354,0.000227772405284323,57
"5666",2051.72495634343,0.000227772405284323,57
"5667",2078.86348733333,0.000227772405284323,57
"5668",2106.00201832323,0.000227772405284323,57
"5669",2133.14054931313,0.000227772405284323,57
"5670",2160.27908030303,0.000227772405284323,57
"5671",2187.41761129293,0.000227772405284323,57
"5672",2214.55614228283,0.000227772405284323,57
"5673",2241.69467327273,0.000227772405284323,57
"5674",2268.83320426263,0.000227772405284323,57
"5675",2295.97173525253,0.000227772405284323,57
"5676",2323.11026624242,0.000227772405284323,57
"5677",2350.24879723232,0.000227772405284323,57
"5678",2377.38732822222,0.000227772405284323,57
"5679",2404.52585921212,0.000227772405284323,57
"5680",2431.66439020202,0.000227772405284323,57
"5681",2458.80292119192,0.000227772405284323,57
"5682",2485.94145218182,0.000227772405284323,57
"5683",2513.07998317172,0.000227772405284323,57
"5684",2540.21851416162,0.000227772405284323,57
"5685",2567.35704515152,0.000227772405284323,57
"5686",2594.49557614141,0.000227772405284323,57
"5687",2621.63410713131,0.000227772405284323,57
"5688",2648.77263812121,0.000227772405284323,57
"5689",2675.91116911111,0.000227772405284323,57
"5690",2703.04970010101,0.000227772405284323,57
"5691",2730.18823109091,0.000227772405284323,57
"5692",2757.32676208081,0.000227772405284323,57
"5693",2784.46529307071,0.000227772405284323,57
"5694",2811.60382406061,0.000227772405284323,57
"5695",2838.74235505051,0.000227772405284323,57
"5696",2865.8808860404,0.000227772405284323,57
"5697",2893.0194170303,0.000227772405284323,57
"5698",2920.1579480202,0.000227772405284323,57
"5699",2947.2964790101,0.000227772405284323,57
"5700",2974.43501,0.000227772405284323,57
"5701",287.720442,-0.000242051587729297,58
"5702",314.858972989899,-0.000242051587729297,58
"5703",341.997503979798,-0.000242051587729297,58
"5704",369.136034969697,-0.000242051587729297,58
"5705",396.274565959596,-0.000242051587729297,58
"5706",423.413096949495,-0.000235092149475774,58
"5707",450.551627939394,-0.000235092149475774,58
"5708",477.690158929293,-0.000235092149475774,58
"5709",504.828689919192,-0.000235092149475774,58
"5710",531.967220909091,-0.000235092149475774,58
"5711",559.10575189899,-0.000235092149475774,58
"5712",586.244282888889,-0.000235092149475774,58
"5713",613.382813878788,-0.000235092149475774,58
"5714",640.521344868687,-0.000258765939727769,58
"5715",667.659875858586,-0.000258765939727769,58
"5716",694.798406848485,-0.000258765939727769,58
"5717",721.936937838384,-0.000227985157256039,58
"5718",749.075468828283,-0.000202931257761191,58
"5719",776.213999818182,-6.8310323568909e-05,58
"5720",803.352530808081,-5.24673410928806e-05,58
"5721",830.49106179798,5.37137675102675e-06,58
"5722",857.629592787879,4.97744875372271e-05,58
"5723",884.768123777778,0.000159636627960684,58
"5724",911.906654767677,0.000166833925661512,58
"5725",939.045185757576,0.000172675528830446,58
"5726",966.183716747475,0.000189365610743498,58
"5727",993.322247737374,0.000205204157558412,58
"5728",1020.46077872727,0.000218161110144719,58
"5729",1047.59930971717,0.00022377553586225,58
"5730",1074.73784070707,0.000225715018638869,58
"5731",1101.87637169697,0.000226351020148743,58
"5732",1129.01490268687,0.000229528817945353,58
"5733",1156.15343367677,0.000230956917914236,58
"5734",1183.29196466667,0.000232642921203521,58
"5735",1210.43049565657,0.000232642921203521,58
"5736",1237.56902664646,0.000233517034378319,58
"5737",1264.70755763636,0.000233517034378319,58
"5738",1291.84608862626,0.000233517034378319,58
"5739",1318.98461961616,0.000233517034378319,58
"5740",1346.12315060606,0.000233517034378319,58
"5741",1373.26168159596,0.000233517034378319,58
"5742",1400.40021258586,0.000232389639059437,58
"5743",1427.53874357576,0.000232389639059437,58
"5744",1454.67727456566,0.000232389639059437,58
"5745",1481.81580555556,0.000235963795107658,58
"5746",1508.95433654545,0.000235963795107658,58
"5747",1536.09286753535,0.000235963795107658,58
"5748",1563.23139852525,0.000235963795107658,58
"5749",1590.36992951515,0.000235963795107658,58
"5750",1617.50846050505,0.000235963795107658,58
"5751",1644.64699149495,0.000235963795107658,58
"5752",1671.78552248485,0.000235963795107658,58
"5753",1698.92405347475,0.000235963795107658,58
"5754",1726.06258446465,0.000235963795107658,58
"5755",1753.20111545455,0.000235963795107658,58
"5756",1780.33964644444,0.000235963795107658,58
"5757",1807.47817743434,0.000235963795107658,58
"5758",1834.61670842424,0.000235963795107658,58
"5759",1861.75523941414,0.000235963795107658,58
"5760",1888.89377040404,0.000235963795107658,58
"5761",1916.03230139394,0.000235963795107658,58
"5762",1943.17083238384,0.000235963795107658,58
"5763",1970.30936337374,0.000235963795107658,58
"5764",1997.44789436364,0.000235963795107658,58
"5765",2024.58642535354,0.000235963795107658,58
"5766",2051.72495634343,0.000235963795107658,58
"5767",2078.86348733333,0.000235963795107658,58
"5768",2106.00201832323,0.000235963795107658,58
"5769",2133.14054931313,0.000235963795107658,58
