"","DroughtIntensity","y","run"
"1",1.174910613,3.21630700648676e-05,1
"2",1.18152209239394,3.21630700648676e-05,1
"3",1.18813357178788,3.21630700648676e-05,1
"4",1.19474505118182,3.21630700648676e-05,1
"5",1.20135653057576,3.21630700648676e-05,1
"6",1.2079680099697,3.21630700648676e-05,1
"7",1.21457948936364,3.21630700648676e-05,1
"8",1.22119096875758,3.21630700648676e-05,1
"9",1.22780244815152,3.21630700648676e-05,1
"10",1.23441392754545,3.21630700648676e-05,1
"11",1.24102540693939,3.21630700648676e-05,1
"12",1.24763688633333,3.21630700648676e-05,1
"13",1.25424836572727,3.21630700648676e-05,1
"14",1.26085984512121,3.21630700648676e-05,1
"15",1.26747132451515,3.21630700648676e-05,1
"16",1.27408280390909,3.21630700648676e-05,1
"17",1.28069428330303,3.21630700648676e-05,1
"18",1.28730576269697,3.21630700648676e-05,1
"19",1.29391724209091,3.21630700648676e-05,1
"20",1.30052872148485,3.21630700648676e-05,1
"21",1.30714020087879,3.21630700648676e-05,1
"22",1.31375168027273,3.21630700648676e-05,1
"23",1.32036315966667,3.21630700648676e-05,1
"24",1.32697463906061,3.21630700648676e-05,1
"25",1.33358611845455,2.68673375033781e-05,1
"26",1.34019759784848,2.23989390467657e-05,1
"27",1.34680907724242,2.23989390467657e-05,1
"28",1.35342055663636,2.23989390467657e-05,1
"29",1.3600320360303,2.23989390467657e-05,1
"30",1.36664351542424,2.23989390467657e-05,1
"31",1.37325499481818,2.23989390467657e-05,1
"32",1.37986647421212,2.23989390467657e-05,1
"33",1.38647795360606,2.23989390467657e-05,1
"34",1.393089433,2.23989390467657e-05,1
"35",1.39970091239394,2.23989390467657e-05,1
"36",1.40631239178788,2.23989390467657e-05,1
"37",1.41292387118182,2.23989390467657e-05,1
"38",1.41953535057576,2.23989390467657e-05,1
"39",1.4261468299697,2.23989390467657e-05,1
"40",1.43275830936364,2.23989390467657e-05,1
"41",1.43936978875758,2.23989390467657e-05,1
"42",1.44598126815152,1.78593922191204e-05,1
"43",1.45259274754545,1.71778030027821e-05,1
"44",1.45920422693939,1.29315935520894e-05,1
"45",1.46581570633333,-1.72486155627565e-05,1
"46",1.47242718572727,-1.72486155627565e-05,1
"47",1.47903866512121,-2.95959294590616e-05,1
"48",1.48565014451515,-3.52757458011559e-05,1
"49",1.49226162390909,-3.52757458011559e-05,1
"50",1.49887310330303,-3.66770955480505e-05,1
"51",1.50548458269697,-3.66770955480505e-05,1
"52",1.51209606209091,-3.66770955480505e-05,1
"53",1.51870754148485,-3.7824454621734e-05,1
"54",1.52531902087879,-4.05080577094543e-05,1
"55",1.53193050027273,-3.96320562793317e-05,1
"56",1.53854197966667,-3.96320562793317e-05,1
