"","DroughtIntensity","y","run"
"1",1.174910613,0.0285552076926266,1
"2",1.18152209239394,0.0285552076926266,1
"3",1.18813357178788,0.0285552076926266,1
"4",1.19474505118182,0.0285552076926266,1
"5",1.20135653057576,0.0285552076926266,1
"6",1.2079680099697,0.0285552076926266,1
"7",1.21457948936364,0.0285552076926266,1
"8",1.22119096875758,0.0285552076926266,1
"9",1.22780244815152,0.0285552076926266,1
"10",1.23441392754545,0.0285552076926266,1
"11",1.24102540693939,0.0285552076926266,1
"12",1.24763688633333,0.0285552076926266,1
"13",1.25424836572727,0.0285552076926266,1
"14",1.26085984512121,0.0285552076926266,1
"15",1.26747132451515,0.0285552076926266,1
"16",1.27408280390909,0.0285552076926266,1
"17",1.28069428330303,0.0285552076926266,1
"18",1.28730576269697,0.0285552076926266,1
"19",1.29391724209091,0.0285552076926266,1
"20",1.30052872148485,0.0285552076926266,1
"21",1.30714020087879,0.0285552076926266,1
"22",1.31375168027273,0.0285552076926266,1
"23",1.32036315966667,0.0285552076926266,1
"24",1.32697463906061,0.0285552076926266,1
"25",1.33358611845455,0.0285552076926266,1
"26",1.34019759784848,0.0285552076926266,1
"27",1.34680907724242,0.0285552076926266,1
"28",1.35342055663636,0.0285552076926266,1
"29",1.3600320360303,0.0285552076926266,1
"30",1.36664351542424,0.0285552076926266,1
"31",1.37325499481818,0.0285552076926266,1
"32",1.37986647421212,0.0285552076926266,1
"33",1.38647795360606,0.0285552076926266,1
"34",1.393089433,0.0285552076926266,1
"35",1.39970091239394,0.0285552076926266,1
"36",1.40631239178788,0.0285552076926266,1
"37",1.41292387118182,0.0285552076926266,1
"38",1.41953535057576,0.0285804607121774,1
"39",1.4261468299697,0.0285804607121774,1
"40",1.43275830936364,0.0277530663684525,1
"41",1.43936978875758,0.0266307685690424,1
"42",1.44598126815152,0.0248552006597871,1
"43",1.45259274754545,0.0238508154083395,1
"44",1.45920422693939,0.0219205896655649,1
"45",1.46581570633333,0.0219205896655649,1
"46",1.47242718572727,0.0217323473589124,1
"47",1.47903866512121,0.0217323473589124,1
"48",1.48565014451515,0.0213232209711429,1
"49",1.49226162390909,0.0213232209711429,1
"50",1.49887310330303,0.0213232209711429,1
"51",1.50548458269697,0.0213232209711429,1
"52",1.51209606209091,0.0213072922504246,1
"53",1.51870754148485,0.0213072922504246,1
"54",1.52531902087879,0.0213072922504246,1
"55",1.53193050027273,0.0213072922504246,1
"56",1.53854197966667,0.0213072922504246,1
"57",1.54515345906061,0.0211132543130103,1
"58",1.55176493845455,0.0207722342519835,1
"59",1.55837641784848,0.0194039903204994,1
"60",1.56498789724242,0.0194039903204994,1
"61",1.57159937663636,0.0192749559754584,1
"62",1.5782108560303,0.0174576681926711,1
"63",1.58482233542424,0.0168298937261237,1
"64",1.59143381481818,0.0168298937261237,1
"65",1.59804529421212,0.0168298937261237,1
"66",1.60465677360606,0.0164738297490982,1
"67",1.611268253,0.0164738297490982,1
"68",1.61787973239394,0.0164738297490982,1
"69",1.62449121178788,0.0164738297490982,1
"70",1.63110269118182,0.0164738297490982,1
"71",1.63771417057576,0.0164738297490982,1
"72",1.6443256499697,0.0164738297490982,1
"73",1.65093712936364,0.0164738297490982,1
"74",1.65754860875758,0.0164738297490982,1
"75",1.66416008815152,0.0164738297490982,1
"76",1.67077156754545,0.0164738297490982,1
"77",1.67738304693939,0.0164738297490982,1
"78",1.68399452633333,0.0164738297490982,1
"79",1.69060600572727,0.0164738297490982,1
"80",1.69721748512121,0.0164738297490982,1
"81",1.70382896451515,0.0164738297490982,1
"82",1.71044044390909,0.0164738297490982,1
"83",1.71705192330303,0.0164738297490982,1
"84",1.72366340269697,0.0164738297490982,1
"85",1.73027488209091,0.0164738297490982,1
"86",1.73688636148485,0.0164738297490982,1
"87",1.74349784087879,0.0164738297490982,1
"88",1.75010932027273,0.0164738297490982,1
"89",1.75672079966667,0.0164738297490982,1
"90",1.76333227906061,0.0164738297490982,1
"91",1.76994375845455,0.0164738297490982,1
"92",1.77655523784849,0.0164738297490982,1
"93",1.78316671724242,0.0164738297490982,1
"94",1.78977819663636,0.0164738297490982,1
"95",1.7963896760303,0.0164738297490982,1
"96",1.80300115542424,0.0164738297490982,1
"97",1.80961263481818,0.0164738297490982,1
"98",1.81622411421212,0.0164738297490982,1
"99",1.82283559360606,0.0164738297490982,1
"100",1.829447073,0.0164738297490982,1
"101",1.174910613,0.0288353028959777,2
"102",1.18152209239394,0.0288353028959777,2
"103",1.18813357178788,0.0288353028959777,2
"104",1.19474505118182,0.0288353028959777,2
"105",1.20135653057576,0.0288353028959777,2
"106",1.2079680099697,0.0288353028959777,2
"107",1.21457948936364,0.0288353028959777,2
"108",1.22119096875758,0.0288353028959777,2
"109",1.22780244815152,0.0288353028959777,2
"110",1.23441392754545,0.0288353028959777,2
"111",1.24102540693939,0.0288353028959777,2
"112",1.24763688633333,0.0288353028959777,2
"113",1.25424836572727,0.0288353028959777,2
"114",1.26085984512121,0.0288353028959777,2
"115",1.26747132451515,0.0288353028959777,2
"116",1.27408280390909,0.0288353028959777,2
"117",1.28069428330303,0.0288353028959777,2
"118",1.28730576269697,0.0288353028959777,2
"119",1.29391724209091,0.0288353028959777,2
"120",1.30052872148485,0.0288353028959777,2
"121",1.30714020087879,0.0288353028959777,2
"122",1.31375168027273,0.0288353028959777,2
"123",1.32036315966667,0.0288353028959777,2
"124",1.32697463906061,0.0288353028959777,2
"125",1.33358611845455,0.0288353028959777,2
"126",1.34019759784848,0.0288353028959777,2
"127",1.34680907724242,0.0288353028959777,2
"128",1.35342055663636,0.0288353028959777,2
"129",1.3600320360303,0.0288353028959777,2
"130",1.36664351542424,0.0288353028959777,2
"131",1.37325499481818,0.0288353028959777,2
"132",1.37986647421212,0.0288353028959777,2
"133",1.38647795360606,0.0288353028959777,2
"134",1.393089433,0.0288353028959777,2
"135",1.39970091239394,0.0288772938355731,2
"136",1.40631239178788,0.0288772938355731,2
"137",1.41292387118182,0.0288772938355731,2
"138",1.41953535057576,0.0288772938355731,2
"139",1.4261468299697,0.0283292176860108,2
"140",1.43275830936364,0.0275791407376451,2
"141",1.43936978875758,0.0259708729423809,2
"142",1.44598126815152,0.0249084696762882,2
"143",1.45259274754545,0.0232662333354395,2
"144",1.45920422693939,0.0229693310402837,2
"145",1.46581570633333,0.0224683636181414,2
"146",1.47242718572727,0.0217967592840091,2
"147",1.47903866512121,0.0217065264879936,2
"148",1.48565014451515,0.0214643219054993,2
"149",1.49226162390909,0.0214643219054993,2
"150",1.49887310330303,0.0214643219054993,2
"151",1.50548458269697,0.0214643219054993,2
"152",1.51209606209091,0.0214643219054993,2
"153",1.51870754148485,0.0214643219054993,2
