"","Slope","y","run"
"1",0,-5.9729501154007e-05,1
"2",0.00865265576767677,-5.9729501154007e-05,1
"3",0.0173053115353535,-5.9729501154007e-05,1
"4",0.0259579673030303,-5.9729501154007e-05,1
"5",0.0346106230707071,-5.9729501154007e-05,1
"6",0.0432632788383838,-5.9729501154007e-05,1
"7",0.0519159346060606,-5.9729501154007e-05,1
"8",0.0605685903737374,-4.04936184818045e-05,1
"9",0.0692212461414141,-3.71630043044102e-05,1
"10",0.0778739019090909,-3.71630043044102e-05,1
"11",0.0865265576767677,4.23286065482791e-05,1
"12",0.0951792134444445,6.01485897121723e-05,1
"13",0.103831869212121,0.000132589663537104,1
"14",0.112484524979798,0.000140232297334922,1
"15",0.121137180747475,0.000140232297334922,1
"16",0.129789836515152,0.000194356885679951,1
"17",0.138442492282828,0.000194356885679951,1
"18",0.147095148050505,0.000194356885679951,1
"19",0.155747803818182,0.000196721980729463,1
"20",0.164400459585859,0.000199591935005602,1
"21",0.173053115353535,0.000228980037716838,1
"22",0.181705771121212,0.00025792464999767,1
"23",0.190358426888889,0.000300072185266516,1
"24",0.199011082656566,0.000300072185266516,1
"25",0.207663738424242,0.000348942071674179,1
"26",0.216316394191919,0.000360425287311599,1
"27",0.224969049959596,0.000392536191723472,1
"28",0.233621705727273,0.000421033694066704,1
"29",0.24227436149495,0.000431570509502814,1
"30",0.250927017262626,0.000431570509502814,1
"31",0.259579673030303,0.000431570509502814,1
"32",0.26823232879798,0.000435795729280353,1
"33",0.276884984565657,0.000435795729280353,1
"34",0.285537640333333,0.000435795729280353,1
"35",0.29419029610101,0.000435795729280353,1
"36",0.302842951868687,0.000435795729280353,1
"37",0.311495607636364,0.000435795729280353,1
"38",0.32014826340404,0.000435795729280353,1
"39",0.328800919171717,0.000435795729280353,1
"40",0.337453574939394,0.000435795729280353,1
"41",0.346106230707071,0.000435795729280353,1
"42",0.354758886474748,0.000435795729280353,1
"43",0.363411542242424,0.000435795729280353,1
"44",0.372064198010101,0.000435795729280353,1
"45",0.380716853777778,0.000435795729280353,1
"46",0.389369509545455,0.000435795729280353,1
"47",0.398022165313131,0.000435795729280353,1
"48",0.406674821080808,0.000435795729280353,1
"49",0.415327476848485,0.000435795729280353,1
"50",0.423980132616162,0.000435795729280353,1
"51",0.432632788383838,0.000435795729280353,1
"52",0.441285444151515,0.000435795729280353,1
"53",0.449938099919192,0.000435795729280353,1
"54",0.458590755686869,0.000435795729280353,1
"55",0.467243411454545,0.000435795729280353,1
"56",0.475896067222222,0.000435795729280353,1
"57",0.484548722989899,0.000435795729280353,1
"58",0.493201378757576,0.000435795729280353,1
"59",0.501854034525253,0.000435795729280353,1
"60",0.510506690292929,0.000435795729280353,1
"61",0.519159346060606,0.000435795729280353,1
"62",0.527812001828283,0.000435795729280353,1
"63",0.53646465759596,0.000435795729280353,1
"64",0.545117313363636,0.000435795729280353,1
"65",0.553769969131313,0.000435795729280353,1
"66",0.56242262489899,0.000435795729280353,1
"67",0.571075280666667,0.000435795729280353,1
"68",0.579727936434344,0.000435795729280353,1
"69",0.58838059220202,0.000435795729280353,1
"70",0.597033247969697,0.000435795729280353,1
"71",0.605685903737374,0.000435795729280353,1
"72",0.614338559505051,0.000444348504213535,1
"73",0.622991215272727,0.000444348504213535,1
"74",0.631643871040404,0.000444348504213535,1
"75",0.640296526808081,0.000444348504213535,1
"76",0.648949182575758,0.000444348504213535,1
"77",0.657601838343434,0.000444348504213535,1
"78",0.666254494111111,0.000444348504213535,1
"79",0.674907149878788,0.000444348504213535,1
"80",0.683559805646465,0.000444348504213535,1
"81",0.692212461414141,0.000444348504213535,1
"82",0.700865117181818,0.000444348504213535,1
"83",0.709517772949495,0.000444348504213535,1
"84",0.718170428717172,0.000444348504213535,1
"85",0.726823084484849,0.000444348504213535,1
"86",0.735475740252525,0.000444348504213535,1
"87",0.744128396020202,0.000444348504213535,1
"88",0.752781051787879,0.000444348504213535,1
"89",0.761433707555556,0.000444348504213535,1
"90",0.770086363323232,0.000444348504213535,1
"91",0.778739019090909,0.000444348504213535,1
"92",0.787391674858586,0.000444348504213535,1
"93",0.796044330626263,0.000444348504213535,1
"94",0.804696986393939,0.000444348504213535,1
"95",0.813349642161616,0.000444348504213535,1
"96",0.822002297929293,0.000444348504213535,1
"97",0.83065495369697,0.000444348504213535,1
"98",0.839307609464647,0.000444348504213535,1
"99",0.847960265232323,0.000444348504213535,1
"100",0.856612921,0.000444348504213535,1
"101",0,-5.07267054826794e-05,2
"102",0.00865265576767677,-5.07267054826794e-05,2
"103",0.0173053115353535,-5.07267054826794e-05,2
"104",0.0259579673030303,-5.07267054826794e-05,2
"105",0.0346106230707071,-5.07267054826794e-05,2
"106",0.0432632788383838,-5.07267054826794e-05,2
"107",0.0519159346060606,-5.07267054826794e-05,2
"108",0.0605685903737374,-3.31820366169233e-05,2
"109",0.0692212461414141,-3.31820366169233e-05,2
"110",0.0778739019090909,-2.94074185286194e-05,2
"111",0.0865265576767677,4.14341650703158e-05,2
"112",0.0951792134444445,5.68903920403873e-05,2
"113",0.103831869212121,0.000118163867130704,2
"114",0.112484524979798,0.000122723619593094,2
"115",0.121137180747475,0.000122723619593094,2
"116",0.129789836515152,0.000191793423973364,2
"117",0.138442492282828,0.000191793423973364,2
"118",0.147095148050505,0.000191793423973364,2
"119",0.155747803818182,0.000198121150680249,2
"120",0.164400459585859,0.000198121150680249,2
"121",0.173053115353535,0.000218800449453896,2
"122",0.181705771121212,0.000232207298196835,2
"123",0.190358426888889,0.000306794109982662,2
"124",0.199011082656566,0.000306794109982662,2
"125",0.207663738424242,0.000354118615329322,2
"126",0.216316394191919,0.000357692480978174,2
"127",0.224969049959596,0.00039527393646045,2
"128",0.233621705727273,0.000399520304087639,2
"129",0.24227436149495,0.000416136648841629,2
"130",0.250927017262626,0.000416136648841629,2
"131",0.259579673030303,0.000416136648841629,2
"132",0.26823232879798,0.000416136648841629,2
"133",0.276884984565657,0.000416136648841629,2
"134",0.285537640333333,0.000416136648841629,2
"135",0.29419029610101,0.000416136648841629,2
"136",0.302842951868687,0.000416136648841629,2
"137",0.311495607636364,0.000416136648841629,2
"138",0.32014826340404,0.000425103964166795,2
"139",0.328800919171717,0.000425103964166795,2
"140",0.337453574939394,0.000425103964166795,2
"141",0.346106230707071,0.000425103964166795,2
"142",0.354758886474748,0.000425103964166795,2
"143",0.363411542242424,0.000425103964166795,2
"144",0.372064198010101,0.000425103964166795,2
"145",0.380716853777778,0.000425103964166795,2
"146",0.389369509545455,0.000425103964166795,2
"147",0.398022165313131,0.000425103964166795,2
