"","AMT","y","run"
"590",289.615654811111,0.021069972690648,6
"591",289.8444663,0.021069972690648,6
"592",290.073277788889,0.021069972690648,6
"593",290.302089277778,0.021069972690648,6
"594",290.530900766667,0.021069972690648,6
"595",290.759712255556,0.021069972690648,6
"596",290.988523744444,0.021069972690648,6
"597",291.217335233333,0.021069972690648,6
"598",291.446146722222,0.021069972690648,6
"599",291.674958211111,0.021069972690648,6
"600",291.9037697,0.021069972690648,6
"601",269.2514323,-0.00478914610458784,7
"602",269.480243788889,-0.00478914610458784,7
"603",269.709055277778,-0.00478914610458784,7
"604",269.937866766667,-0.00478914610458784,7
"605",270.166678255556,-0.00478914610458784,7
"606",270.395489744444,-0.00478914610458784,7
"607",270.624301233333,-0.00478914610458784,7
"608",270.853112722222,-0.00478914610458784,7
"609",271.081924211111,-0.00478914610458784,7
"610",271.3107357,-0.00478914610458784,7
"611",271.539547188889,-0.00478914610458784,7
"612",271.768358677778,-0.00478914610458784,7
"613",271.997170166667,-0.00478914610458784,7
"614",272.225981655556,-0.00478914610458784,7
"615",272.454793144444,-0.00534087314609965,7
"616",272.683604633333,-0.00534087314609965,7
"617",272.912416122222,-0.00738445417085896,7
"618",273.141227611111,-0.0105386977344824,7
"619",273.3700391,-0.0111794086129731,7
"620",273.598850588889,-0.0111794086129731,7
"621",273.827662077778,-0.0122612443172832,7
"622",274.056473566667,-0.0145512738631509,7
"623",274.285285055556,-0.0285075392424888,7
"624",274.514096544444,-0.0424784801560624,7
"625",274.742908033333,-0.0486457681522306,7
"626",274.971719522222,-0.0512398279792113,7
"627",275.200531011111,-0.0528042701414534,7
"628",275.4293425,-0.0534327995981202,7
"629",275.658153988889,-0.0537069605212311,7
"630",275.886965477778,-0.0537069605212311,7
"631",276.115776966667,-0.0537069605212311,7
"632",276.344588455556,-0.0537069605212311,7
"633",276.573399944444,-0.0537069605212311,7
"634",276.802211433333,-0.0537069605212311,7
"635",277.031022922222,-0.0537069605212311,7
"636",277.259834411111,-0.0537069605212311,7
"637",277.4886459,-0.0537069605212311,7
"638",277.717457388889,-0.0537069605212311,7
"639",277.946268877778,-0.0537069605212311,7
"640",278.175080366667,-0.0537069605212311,7
"641",278.403891855556,-0.0537069605212311,7
"642",278.632703344444,-0.0537069605212311,7
"643",278.861514833333,-0.0537069605212311,7
"644",279.090326322222,-0.0537069605212311,7
"645",279.319137811111,-0.0537069605212311,7
"646",279.5479493,-0.0534023746766752,7
"647",279.776760788889,-0.0534023746766752,7
"648",280.005572277778,-0.0534023746766752,7
"649",280.234383766667,-0.0534023746766752,7
"650",280.463195255556,-0.0513477786736294,7
"651",280.692006744444,-0.0501138128664475,7
"652",280.920818233333,-0.0495520226791042,7
"653",281.149629722222,-0.0400309985225695,7
"654",281.378441211111,-0.0189151408017922,7
"655",281.6072527,-0.0131142569575097,7
