"","DEM","y","run"
"1",-2.582165336,-0.000117506330499368,1
"2",24.4787658795152,-0.000120407203671082,1
"3",51.5396970950303,-0.000120407203671082,1
"4",78.6006283105454,-0.000112083266380406,1
"5",105.661559526061,-9.54344118059727e-05,1
"6",132.722490741576,-8.43274757332055e-05,1
"7",159.783421957091,-8.32344745522227e-05,1
"8",186.844353172606,-8.32344745522227e-05,1
"9",213.905284388121,-7.41704405144799e-05,1
"10",240.966215603636,-2.507395483627e-05,1
"11",268.027146819151,-2.34497426931198e-05,1
"12",295.088078034667,-2.34497426931198e-05,1
"13",322.149009250182,-1.88202087950297e-05,1
"14",349.209940465697,-1.35243433973219e-05,1
"15",376.270871681212,2.49688507076492e-06,1
"16",403.331802896727,9.85874954096039e-06,1
"17",430.392734112242,4.62531200247095e-05,1
"18",457.453665327758,4.62531200247095e-05,1
"19",484.514596543273,4.62531200247095e-05,1
"20",511.575527758788,4.55111719017613e-05,1
"21",538.636458974303,4.55111719017613e-05,1
"22",565.697390189818,4.55111719017613e-05,1
"23",592.758321405333,4.55111719017613e-05,1
"24",619.819252620848,5.19144217311047e-05,1
"25",646.880183836364,5.68709002966501e-05,1
"26",673.941115051879,5.68709002966501e-05,1
"27",701.002046267394,5.68709002966501e-05,1
"28",728.062977482909,5.68709002966501e-05,1
"29",755.123908698424,5.68709002966501e-05,1
"30",782.184839913939,5.68709002966501e-05,1
"31",809.245771129455,5.68709002966501e-05,1
"32",836.30670234497,5.68709002966501e-05,1
"33",863.367633560485,5.68709002966501e-05,1
"34",890.428564776,5.68709002966501e-05,1
"35",917.489495991515,5.68709002966501e-05,1
"36",944.55042720703,5.68709002966501e-05,1
"37",971.611358422545,5.68709002966501e-05,1
"38",998.672289638061,5.68709002966501e-05,1
"39",1025.73322085358,5.87261759586423e-05,1
"40",1052.79415206909,5.87261759586423e-05,1
"41",1079.85508328461,5.87261759586423e-05,1
"42",1106.91601450012,5.87261759586423e-05,1
"43",1133.97694571564,5.87261759586423e-05,1
"44",1161.03787693115,5.87261759586423e-05,1
"45",1188.09880814667,6.27708107345333e-05,1
"46",1215.15973936218,6.27708107345333e-05,1
"47",1242.2206705777,6.27708107345333e-05,1
"48",1269.28160179321,6.27708107345333e-05,1
"49",1296.34253300873,6.27708107345333e-05,1
"50",1323.40346422424,6.27708107345333e-05,1
"51",1350.46439543976,6.27708107345333e-05,1
"52",1377.52532665527,6.27708107345333e-05,1
"53",1404.58625787079,5.48429109699036e-05,1
"54",1431.6471890863,5.48429109699036e-05,1
"55",1458.70812030182,4.37516843629796e-05,1
"56",1485.76905151733,4.37516843629796e-05,1
"57",1512.82998273285,4.37516843629796e-05,1
"58",1539.89091394836,4.37516843629796e-05,1
"59",1566.95184516388,3.8037470724606e-05,1
"60",1594.01277637939,3.8037470724606e-05,1
"61",1621.07370759491,3.8037470724606e-05,1
"62",1648.13463881042,3.8037470724606e-05,1
"63",1675.19557002594,3.8037470724606e-05,1
"64",1702.25650124145,3.8037470724606e-05,1
"65",1729.31743245697,3.8037470724606e-05,1
"66",1756.37836367248,3.8037470724606e-05,1
"67",1783.439294888,3.8037470724606e-05,1
"68",1810.50022610352,3.28137452832498e-05,1
"69",1837.56115731903,2.74042186815363e-05,1
"70",1864.62208853455,2.74042186815363e-05,1
"71",1891.68301975006,2.74042186815363e-05,1
"72",1918.74395096558,2.74042186815363e-05,1
"73",1945.80488218109,2.74042186815363e-05,1
"74",1972.86581339661,2.74042186815363e-05,1
"75",1999.92674461212,2.74042186815363e-05,1
"76",2026.98767582764,2.74042186815363e-05,1
"77",2054.04860704315,2.74042186815363e-05,1
"78",2081.10953825867,2.74042186815363e-05,1
"79",2108.17046947418,2.74042186815363e-05,1
"80",2135.2314006897,2.74042186815363e-05,1
"81",2162.29233190521,2.74042186815363e-05,1
"82",2189.35326312073,2.74042186815363e-05,1
"83",2216.41419433624,2.74042186815363e-05,1
"84",2243.47512555176,2.74042186815363e-05,1
"85",2270.53605676727,2.74042186815363e-05,1
"86",2297.59698798279,2.74042186815363e-05,1
"87",2324.6579191983,2.74042186815363e-05,1
"88",2351.71885041382,2.74042186815363e-05,1
"89",2378.77978162933,2.74042186815363e-05,1
"90",2405.84071284485,2.74042186815363e-05,1
"91",2432.90164406036,2.74042186815363e-05,1
"92",2459.96257527588,2.74042186815363e-05,1
"93",2487.02350649139,2.74042186815363e-05,1
"94",2514.08443770691,2.74042186815363e-05,1
"95",2541.14536892242,2.74042186815363e-05,1
"96",2568.20630013794,2.74042186815363e-05,1
"97",2595.26723135345,2.74042186815363e-05,1
"98",2622.32816256897,2.74042186815363e-05,1
"99",2649.38909378448,2.74042186815363e-05,1
"100",2676.450025,2.74042186815363e-05,1
"101",-2.582165336,-0.000103106257911715,2
"102",24.4787658795152,-0.000106160704072871,2
"103",51.5396970950303,-0.000106160704072871,2
"104",78.6006283105454,-9.59675102585683e-05,2
"105",105.661559526061,-9.19289500996191e-05,2
"106",132.722490741576,-7.5320413851224e-05,2
"107",159.783421957091,-7.34314653987879e-05,2
"108",186.844353172606,-7.34314653987879e-05,2
"109",213.905284388121,-6.74647118001653e-05,2
"110",240.966215603636,-1.69307178291584e-05,2
"111",268.027146819151,-1.25574945374484e-05,2
"112",295.088078034667,-1.25574945374484e-05,2
"113",322.149009250182,-7.6635497393724e-06,2
"114",349.209940465697,-7.00901157305065e-07,2
"115",376.270871681212,6.92149301354305e-06,2
"116",403.331802896727,1.18417282450189e-05,2
"117",430.392734112242,4.34471996254014e-05,2
"118",457.453665327758,4.34471996254014e-05,2
"119",484.514596543273,4.34471996254014e-05,2
"120",511.575527758788,4.34471996254014e-05,2
"121",538.636458974303,4.33224132507325e-05,2
"122",565.697390189818,4.33224132507325e-05,2
"123",592.758321405333,4.33224132507325e-05,2
